"BehaviorSpace results (NetLogo 6.4.0)","Stats version 2.0"
"Sugarscape 3-change.nlogo"
"exp3-3-new"
"03/07/2024 20:21:54:784 +0000"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","49","0","49"
"maximum-sugar-endowment","minimum-sugar-endowment","visualization","initial-population","[step]","(mean) gini-index","(std) gini-index","(mean) survival-ratio","(std) survival-ratio","(mean) death-ratio","(std) death-ratio","(mean) mean-sugar","(std) mean-sugar","(mean) median-sugar","(std) median-sugar","(mean) sd-sugar","(std) sd-sugar","(mean) starve-count","(std) starve-count","(mean) age-death-count","(std) age-death-count"
"45","10","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"45","10","color-agents-by-vision","50","1000","0.43458823529411766","N/A","1","N/A","0.24559023066485752","N/A","71.4","N/A","49.5","N/A","56.71770410712755","N/A","181","N/A","555","N/A"
"45","10","color-agents-by-vision","100","1000","0.4447654525386312","N/A","1","N/A","0.31229454306377386","N/A","72.48","N/A","57","N/A","59.64651428764859","N/A","475","N/A","1045","N/A"
"45","10","color-agents-by-vision","150","1000","0.4250250389679303","N/A","1","N/A","0.36508602601762485","N/A","67.00666666666666","N/A","49","N/A","54.343735296679085","N/A","870","N/A","1512","N/A"
"45","10","color-agents-by-vision","200","1000","0.42243281419775447","N/A","1","N/A","0.3933577087141987","N/A","69.025","N/A","53","N/A","53.56022651484595","N/A","1291","N/A","1990","N/A"
"45","10","color-agents-by-vision","250","1000","0.43547969736933445","N/A","1","N/A","0.39880810488677","N/A","57.628","N/A","41.5","N/A","46.77255931869545","N/A","1673","N/A","2521","N/A"
"45","10","color-agents-by-vision","300","1000","0.4211527744606322","N/A","1","N/A","0.42387543252595156","N/A","55.82666666666667","N/A","43","N/A","44.96691413448503","N/A","2205","N/A","2996","N/A"
"45","10","color-agents-by-vision","350","1000","0.43796623391096023","N/A","1","N/A","0.45276093201404405","N/A","51.277142857142856","N/A","35","N/A","43.038135855833126","N/A","2837","N/A","3428","N/A"
"45","10","color-agents-by-vision","400","1000","0.41128526878526905","N/A","1","N/A","0.4876746096959737","N/A","50.505","N/A","40","N/A","38.59051755435244","N/A","3561","N/A","3740","N/A"
"45","10","color-agents-by-vision","450","1000","0.4205565991790165","N/A","1","N/A","0.5375503162737205","N/A","49.684444444444445","N/A","37","N/A","39.65938470712431","N/A","4674","N/A","4020","N/A"
"45","10","color-agents-by-vision","500","1000","0.41063906545267126","N/A","1","N/A","0.5558365365162856","N/A","46.568","N/A","38","N/A","35.57370310644381","N/A","5495","N/A","4390","N/A"
"45","10","color-agents-by-vision","550","1000","0.3975081621325318","N/A","1","N/A","0.5645776566757493","N/A","47.943636363636365","N/A","38","N/A","35.57979955136413","N/A","6216","N/A","4793","N/A"
"45","10","color-agents-by-vision","600","1000","0.4004553159993312","N/A","1","N/A","0.5774085837608925","N/A","46.53666666666667","N/A","37","N/A","34.422718197469415","N/A","7090","N/A","5188","N/A"
"45","10","color-agents-by-vision","650","1000","0.4034952722711139","N/A","1","N/A","0.5781920402426395","N/A","42.64153846153846","N/A","33","N/A","32.31226394617817","N/A","7816","N/A","5701","N/A"
"45","10","color-agents-by-vision","700","1000","0.38836187535092626","N/A","1","N/A","0.5861345958741968","N/A","40.70857142857143","N/A","34","N/A","30.15208347953008","N/A","8666","N/A","6118","N/A"
"45","10","color-agents-by-vision","750","1000","0.3972979420890482","N/A","1","N/A","0.5861810457924658","N/A","40.537333333333336","N/A","33","N/A","30.77599967122501","N/A","9383","N/A","6623","N/A"
"45","10","color-agents-by-vision","800","1000","0.403543089130836","N/A","1","N/A","0.5890196533132356","N/A","40.6425","N/A","31.5","N/A","30.645817845821938","N/A","10160","N/A","7088","N/A"
"45","10","color-agents-by-vision","850","1000","0.39342119581645607","N/A","1","N/A","0.5928463530427277","N/A","37.77529411764706","N/A","31","N/A","27.85648229094973","N/A","10989","N/A","7546","N/A"
"45","10","color-agents-by-vision","900","1000","0.4023713169001046","N/A","1","N/A","0.6031142041756371","N/A","37.99888888888889","N/A","30","N/A","28.35044084283683","N/A","12046","N/A","7926","N/A"
"45","10","color-agents-by-vision","950","1000","0.40081104900265635","N/A","1","N/A","0.6148365465213746","N/A","36.334736842105265","N/A","30","N/A","26.646686366097438","N/A","13203","N/A","8270","N/A"
"45","10","color-agents-by-vision","1000","1000","0.406518556514393","N/A","1","N/A","0.6394730066088747","N/A","33.142","N/A","26","N/A","24.951320694592596","N/A","14901","N/A","8400","N/A"
"45","15","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"45","15","color-agents-by-vision","50","1000","0.40562775330396483","N/A","1","N/A","0.2430939226519337","N/A","72.64","N/A","50.5","N/A","55.43216483197444","N/A","176","N/A","547","N/A"
"45","15","color-agents-by-vision","100","1000","0.4610212888377446","N/A","1","N/A","0.2930574098798398","N/A","69.52","N/A","45.5","N/A","63.60364642364334","N/A","439","N/A","1058","N/A"
"45","15","color-agents-by-vision","150","1000","0.4211265583186478","N/A","1","N/A","0.3892589508742714","N/A","68.09333333333333","N/A","47.5","N/A","53.87411958098618","N/A","935","N/A","1466","N/A"
"45","15","color-agents-by-vision","200","1000","0.44788461538461555","N/A","1","N/A","0.38341645885286785","N/A","61.1","N/A","41","N/A","54.07736873263369","N/A","1230","N/A","1977","N/A"
"45","15","color-agents-by-vision","250","1000","0.4083520993654652","N/A","1","N/A","0.3929268292682927","N/A","59.256","N/A","43","N/A","45.929298556188016","N/A","1611","N/A","2488","N/A"
"45","15","color-agents-by-vision","300","1000","0.4168587003654833","N/A","1","N/A","0.41622261693309653","N/A","53.81","N/A","40.5","N/A","42.45533438874556","N/A","2109","N/A","2957","N/A"
"45","15","color-agents-by-vision","350","1000","0.41634958346189427","N/A","1","N/A","0.4410458806117415","N/A","52.91428571428571","N/A","41","N/A","41.108265350746194","N/A","2682","N/A","3398","N/A"
"45","15","color-agents-by-vision","400","1000","0.43820553527676376","N/A","1","N/A","0.48802768166089966","N/A","49.9975","N/A","36","N/A","42.62681206138093","N/A","3526","N/A","3698","N/A"
"45","15","color-agents-by-vision","450","1000","0.3890186829052134","N/A","1","N/A","0.5137537537537538","N/A","51.82","N/A","41","N/A","37.28361235927647","N/A","4277","N/A","4047","N/A"
"45","15","color-agents-by-vision","500","1000","0.40557493775933595","N/A","1","N/A","0.5426560201723051","N/A","48.2","N/A","38.5","N/A","37.03526997937087","N/A","5165","N/A","4352","N/A"
"45","15","color-agents-by-vision","550","1000","0.40021488882634404","N/A","1","N/A","0.5723958816436323","N/A","46.981818181818184","N/A","38.5","N/A","34.77928895509352","N/A","6171","N/A","4609","N/A"
"45","15","color-agents-by-vision","600","1000","0.3833831170400441","N/A","1","N/A","0.5753892265423362","N/A","45.97666666666667","N/A","39","N/A","32.374160467862126","N/A","6911","N/A","5099","N/A"
"45","15","color-agents-by-vision","650","1000","0.3874935268743146","N/A","1","N/A","0.5821155447868555","N/A","45.02","N/A","37","N/A","32.438604804524175","N/A","7688","N/A","5518","N/A"
"45","15","color-agents-by-vision","700","1000","0.3802419387593924","N/A","1","N/A","0.5762759394279304","N/A","45.22142857142857","N/A","36","N/A","32.135146451218205","N/A","8220","N/A","6043","N/A"
"45","15","color-agents-by-vision","750","1000","0.37219817201175587","N/A","1","N/A","0.5842074779586846","N/A","41.284","N/A","35","N/A","28.87698942106037","N/A","9078","N/A","6460","N/A"
"45","15","color-agents-by-vision","800","1000","0.37953101518172055","N/A","1","N/A","0.5836161219265344","N/A","40.75625","N/A","33","N/A","29.106843634624227","N/A","9803","N/A","6993","N/A"
"45","15","color-agents-by-vision","850","1000","0.3825922985449264","N/A","1","N/A","0.5992811240605599","N/A","39.92235294117647","N/A","33","N/A","28.83021406415198","N/A","11004","N/A","7357","N/A"
"45","15","color-agents-by-vision","900","1000","0.38444388074845576","N/A","1","N/A","0.5967948389739388","N/A","37.23222222222222","N/A","31","N/A","26.45491611827312","N/A","11656","N/A","7874","N/A"
"45","15","color-agents-by-vision","950","1000","0.37691393243593013","N/A","1","N/A","0.6072062562970781","N/A","38.10315789473684","N/A","31","N/A","26.545542918085697","N/A","12656","N/A","8186","N/A"
"45","15","color-agents-by-vision","1000","1000","0.3798342705921269","N/A","1","N/A","0.6232537380049096","N/A","36.276","N/A","30","N/A","25.165991956431032","N/A","13964","N/A","8440","N/A"
"45","20","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"45","20","color-agents-by-vision","50","1000","0.4517268678871844","N/A","1","N/A","0.2231404958677686","N/A","80.84","N/A","58.5","N/A","68.81366736576776","N/A","162","N/A","563","N/A"
"45","20","color-agents-by-vision","100","1000","0.42087543907052144","N/A","1","N/A","0.2895805142083897","N/A","74.02","N/A","49.5","N/A","60.73721838353894","N/A","428","N/A","1049","N/A"
"45","20","color-agents-by-vision","150","1000","0.42673200052267085","N/A","1","N/A","0.36137339055793993","N/A","68.02666666666667","N/A","46.5","N/A","53.830201181902666","N/A","842","N/A","1487","N/A"
"45","20","color-agents-by-vision","200","1000","0.41908025515502134","N/A","1","N/A","0.3699587170530327","N/A","67.41","N/A","45.5","N/A","53.26912707654862","N/A","1165","N/A","1983","N/A"
"45","20","color-agents-by-vision","250","1000","0.4048359768613547","N/A","1","N/A","0.3974802371541502","N/A","64.308","N/A","47","N/A","48.70290574608922","N/A","1609","N/A","2438","N/A"
"45","20","color-agents-by-vision","300","1000","0.4181159111489907","N/A","1","N/A","0.41437802907915994","N/A","62.57666666666667","N/A","42","N/A","49.834684455757376","N/A","2052","N/A","2899","N/A"
"45","20","color-agents-by-vision","350","1000","0.43254511140783436","N/A","1","N/A","0.43724899598393574","N/A","54.71714285714286","N/A","38.5","N/A","45.04734844725637","N/A","2613","N/A","3362","N/A"
"45","20","color-agents-by-vision","400","1000","0.4278529330189991","N/A","1","N/A","0.469647193258106","N/A","54.0825","N/A","41","N/A","43.078068593361245","N/A","3288","N/A","3712","N/A"
"45","20","color-agents-by-vision","450","1000","0.40085343941855595","N/A","1","N/A","0.5139834630350194","N/A","48.784444444444446","N/A","37.5","N/A","36.235313931972186","N/A","4227","N/A","3996","N/A"
"45","20","color-agents-by-vision","500","1000","0.3988878145638193","N/A","1","N/A","0.5465302206587784","N/A","46.334","N/A","38","N/A","35.13789674376015","N/A","5127","N/A","4253","N/A"
"45","20","color-agents-by-vision","550","1000","0.3910099554624052","N/A","1","N/A","0.5696491394884473","N/A","50.472727272727276","N/A","40","N/A","36.849200175424045","N/A","5991","N/A","4525","N/A"
"45","20","color-agents-by-vision","600","1000","0.38658494608126354","N/A","1","N/A","0.5720441227163047","N/A","46.16","N/A","38","N/A","33.359293619389504","N/A","6638","N/A","4965","N/A"
"45","20","color-agents-by-vision","650","1000","0.3779006336390941","N/A","1","N/A","0.5809605089611296","N/A","46.72923076923077","N/A","39","N/A","33.198110677658775","N/A","7488","N/A","5400","N/A"
"45","20","color-agents-by-vision","700","1000","0.36424428417983723","N/A","1","N/A","0.5877267573696145","N/A","45.22","N/A","37","N/A","31.333320853496417","N/A","8294","N/A","5817","N/A"
"45","20","color-agents-by-vision","750","1000","0.36131427274790123","N/A","1","N/A","0.5920291268448086","N/A","43.090666666666664","N/A","37","N/A","29.045239669962026","N/A","9106","N/A","6274","N/A"
"45","20","color-agents-by-vision","800","1000","0.36927412823568984","N/A","1","N/A","0.5908128063910912","N/A","40.90125","N/A","34","N/A","28.372349853912194","N/A","9762","N/A","6760","N/A"
"45","20","color-agents-by-vision","850","1000","0.3683601333005053","N/A","1","N/A","0.5920807716171245","N/A","39.91294117647059","N/A","32","N/A","28.005669072050637","N/A","10497","N/A","7231","N/A"
"45","20","color-agents-by-vision","900","1000","0.3570749417728462","N/A","1","N/A","0.5875424448217318","N/A","39.64888888888889","N/A","33","N/A","26.564862774874793","N/A","11074","N/A","7773","N/A"
"45","20","color-agents-by-vision","950","1000","0.3625030286351425","N/A","1","N/A","0.5981529952096399","N/A","39.054736842105264","N/A","32","N/A","26.481063749135636","N/A","12112","N/A","8136","N/A"
"45","20","color-agents-by-vision","1000","1000","0.3765689506571865","N/A","1","N/A","0.6164577806239137","N/A","37.128","N/A","30","N/A","25.671553218390283","N/A","13477","N/A","8384","N/A"
"45","25","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"45","25","color-agents-by-vision","50","1000","0.3470380010411245","N/A","1","N/A","0.23347398030942335","N/A","76.84","N/A","70.5","N/A","48.60392190440804","N/A","166","N/A","544","N/A"
"45","25","color-agents-by-vision","100","1000","0.4159293044469783","N/A","1","N/A","0.2716643741403026","N/A","78.93","N/A","61.5","N/A","62.36115972642139","N/A","395","N/A","1058","N/A"
"45","25","color-agents-by-vision","150","1000","0.41981005681336386","N/A","1","N/A","0.3451598773543583","N/A","78.62","N/A","55.5","N/A","61.453935386569384","N/A","788","N/A","1494","N/A"
"45","25","color-agents-by-vision","200","1000","0.4338250189921498","N/A","1","N/A","0.3767515923566879","N/A","59.235","N/A","42","N/A","50.231221897006755","N/A","1183","N/A","1956","N/A"
"45","25","color-agents-by-vision","250","1000","0.40475666546024835","N/A","1","N/A","0.38780672906653174","N/A","66.312","N/A","48.5","N/A","49.456470008511616","N/A","1533","N/A","2419","N/A"
"45","25","color-agents-by-vision","300","1000","0.4153923117430226","N/A","1","N/A","0.41949748743718596","N/A","61.19","N/A","44","N/A","48.275344947145506","N/A","2087","N/A","2887","N/A"
"45","25","color-agents-by-vision","350","1000","0.40329948651681596","N/A","1","N/A","0.4200275766976905","N/A","60.01428571428571","N/A","43","N/A","44.9722272963922","N/A","2437","N/A","3364","N/A"
"45","25","color-agents-by-vision","400","1000","0.4190416379903643","N/A","1","N/A","0.4523009495982469","N/A","54.4875","N/A","41","N/A","44.09655438945944","N/A","3096","N/A","3748","N/A"
"45","25","color-agents-by-vision","450","1000","0.3850671707346242","N/A","1","N/A","0.5013878374968458","N/A","53.68666666666667","N/A","42","N/A","38.02908334946942","N/A","3974","N/A","3951","N/A"
"45","25","color-agents-by-vision","500","1000","0.3920850587576941","N/A","1","N/A","0.5487964989059081","N/A","50.036","N/A","40.5","N/A","36.83955767948414","N/A","5016","N/A","4123","N/A"
"45","25","color-agents-by-vision","550","1000","0.38178086466889355","N/A","1","N/A","0.5613079019073569","N/A","49.78545454545455","N/A","40","N/A","35.3750831710097","N/A","5768","N/A","4507","N/A"
"45","25","color-agents-by-vision","600","1000","0.3550573234032949","N/A","1","N/A","0.5755596202421391","N/A","49.233333333333334","N/A","41.5","N/A","33.19561422178374","N/A","6608","N/A","4872","N/A"
"45","25","color-agents-by-vision","650","1000","0.3755188507197646","N/A","1","N/A","0.5783142128744423","N/A","44.45076923076923","N/A","37","N/A","31.63697502811726","N/A","7259","N/A","5292","N/A"
"45","25","color-agents-by-vision","700","1000","0.3649505501298058","N/A","1","N/A","0.5822128032738966","N/A","46.222857142857144","N/A","38","N/A","32.02804641566771","N/A","7967","N/A","5716","N/A"
"45","25","color-agents-by-vision","750","1000","0.3633969932362587","N/A","1","N/A","0.5873493975903614","N/A","45.14266666666666","N/A","37","N/A","31.12264671275193","N/A","8775","N/A","6164","N/A"
"45","25","color-agents-by-vision","800","1000","0.35932809488720063","N/A","1","N/A","0.5884909057048855","N/A","44.105","N/A","37","N/A","29.79007024759585","N/A","9480","N/A","6628","N/A"
"45","25","color-agents-by-vision","850","1000","0.3609584202151006","N/A","1","N/A","0.5876253024541997","N/A","40.35764705882353","N/A","35","N/A","27.441108915868","N/A","10200","N/A","7157","N/A"
"45","25","color-agents-by-vision","900","1000","0.3537413316241982","N/A","1","N/A","0.5947600128852142","N/A","42.76222222222222","N/A","35","N/A","28.157611298419432","N/A","11078","N/A","7547","N/A"
"45","25","color-agents-by-vision","950","1000","0.3552971954792806","N/A","1","N/A","0.589032749428789","N/A","40.23578947368421","N/A","33","N/A","26.72600670335135","N/A","11601","N/A","8093","N/A"
"45","25","color-agents-by-vision","1000","1000","0.343877559548684","N/A","1","N/A","0.6062679945249445","N/A","38.288","N/A","32","N/A","24.315392127093006","N/A","12845","N/A","8341","N/A"
"45","30","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"45","30","color-agents-by-vision","50","1000","0.3858588957055214","N/A","1","N/A","0.225531914893617","N/A","78.24","N/A","61.5","N/A","59.295372707234044","N/A","159","N/A","545","N/A"
"45","30","color-agents-by-vision","100","1000","0.38591300663748035","N/A","1","N/A","0.2678695350451076","N/A","70.81","N/A","54.5","N/A","50.18303769927915","N/A","386","N/A","1054","N/A"
"45","30","color-agents-by-vision","150","1000","0.38715759383544635","N/A","1","N/A","0.3408687943262411","N/A","71.52","N/A","52","N/A","52.515350264687555","N/A","769","N/A","1486","N/A"
"45","30","color-agents-by-vision","200","1000","0.3877489618724045","N/A","1","N/A","0.3590759075907591","N/A","66.225","N/A","46","N/A","49.2187648061715","N/A","1088","N/A","1941","N/A"
"45","30","color-agents-by-vision","250","1000","0.4016375311230509","N/A","1","N/A","0.4005044136191677","N/A","61.048","N/A","45","N/A","46.78239053593808","N/A","1588","N/A","2376","N/A"
"45","30","color-agents-by-vision","300","1000","0.3927631763386599","N/A","1","N/A","0.40204251771571486","N/A","63.413333333333334","N/A","45.5","N/A","46.48410188421588","N/A","1929","N/A","2868","N/A"
"45","30","color-agents-by-vision","350","1000","0.3978870482131042","N/A","1","N/A","0.4296847939037063","N/A","60.462857142857146","N/A","43","N/A","45.48084445614128","N/A","2481","N/A","3292","N/A"
"45","30","color-agents-by-vision","400","1000","0.4005145699445375","N/A","1","N/A","0.450764889350958","N/A","56.795","N/A","42","N/A","41.97347264660191","N/A","3035","N/A","3697","N/A"
"45","30","color-agents-by-vision","450","1000","0.3943365835418641","N/A","1","N/A","0.4849146231865451","N/A","51.50666666666667","N/A","43","N/A","37.62925696788944","N/A","3777","N/A","4011","N/A"
"45","30","color-agents-by-vision","500","1000","0.40055751125665173","N/A","1","N/A","0.5308088729554111","N/A","48.86","N/A","39","N/A","37.14921976378666","N/A","4738","N/A","4187","N/A"
"45","30","color-agents-by-vision","550","1000","0.3824823184405724","N/A","1","N/A","0.5611596505162828","N/A","49.82545454545455","N/A","42.5","N/A","35.65696828553686","N/A","5652","N/A","4419","N/A"
"45","30","color-agents-by-vision","600","1000","0.37673267273296435","N/A","1","N/A","0.5728737690241719","N/A","51.468333333333334","N/A","42","N/A","36.36054380504439","N/A","6399","N/A","4770","N/A"
"45","30","color-agents-by-vision","650","1000","0.3554033421552988","N/A","1","N/A","0.5805270863836017","N/A","49.54461538461538","N/A","41","N/A","32.71969024405553","N/A","7137","N/A","5156","N/A"
"45","30","color-agents-by-vision","700","1000","0.3590184038557192","N/A","1","N/A","0.5873299130046844","N/A","47.59428571428571","N/A","41","N/A","31.87374002991786","N/A","7899","N/A","5549","N/A"
"45","30","color-agents-by-vision","750","1000","0.3424280442081971","N/A","1","N/A","0.5906086008314592","N/A","45.40133333333333","N/A","39","N/A","29.325214790669715","N/A","8666","N/A","6006","N/A"
"45","30","color-agents-by-vision","800","1000","0.3520260627056528","N/A","1","N/A","0.5883811097692748","N/A","46.72625","N/A","39","N/A","30.406158570860203","N/A","9257","N/A","6475","N/A"
"45","30","color-agents-by-vision","850","1000","0.34697592806874483","N/A","1","N/A","0.5797265160523186","N/A","43.77882352941177","N/A","37","N/A","28.55260717878771","N/A","9751","N/A","7068","N/A"
"45","30","color-agents-by-vision","900","1000","0.3454708822674377","N/A","1","N/A","0.5848201955476993","N/A","43.74111111111111","N/A","37","N/A","28.397752478256784","N/A","10587","N/A","7515","N/A"
"45","30","color-agents-by-vision","950","1000","0.33995662589837333","N/A","1","N/A","0.5886458818054909","N/A","41.742105263157896","N/A","35","N/A","26.199884486217126","N/A","11385","N/A","7955","N/A"
"45","30","color-agents-by-vision","1000","1000","0.344163316582915","N/A","1","N/A","0.5980458546967206","N/A","39.8","N/A","34","N/A","25.568882802495825","N/A","12364","N/A","8309","N/A"
"50","0","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"50","0","color-agents-by-vision","50","1000","0.49948556430446195","N/A","1","N/A","0.266754270696452","N/A","76.2","N/A","47","N/A","73.33067403959986","N/A","203","N/A","557","N/A"
"50","0","color-agents-by-vision","100","1000","0.4721962692619628","N/A","1","N/A","0.3343908629441624","N/A","61.65","N/A","37","N/A","55.80184548557474","N/A","527","N/A","1048","N/A"
"50","0","color-agents-by-vision","150","1000","0.4535806414792831","N/A","1","N/A","0.37806347930895945","N/A","58.406666666666666","N/A","42.5","N/A","51.5358865865717","N/A","941","N/A","1547","N/A"
"50","0","color-agents-by-vision","200","1000","0.44992058040697147","N/A","1","N/A","0.4026392961876833","N/A","58.235","N/A","44","N/A","49.612668334775975","N/A","1373","N/A","2036","N/A"
"50","0","color-agents-by-vision","250","1000","0.4361429132312527","N/A","1","N/A","0.42044669583237393","N/A","61.128","N/A","47.5","N/A","50.36325491648778","N/A","1826","N/A","2516","N/A"
"50","0","color-agents-by-vision","300","1000","0.4259270255634605","N/A","1","N/A","0.4330031769762661","N/A","59.50333333333333","N/A","46.5","N/A","46.446898390771274","N/A","2317","N/A","3033","N/A"
"50","0","color-agents-by-vision","350","1000","0.4402069126304134","N/A","1","N/A","0.46816074188562595","N/A","56.02285714285714","N/A","43","N/A","45.83356639442597","N/A","3029","N/A","3440","N/A"
"50","0","color-agents-by-vision","400","1000","0.43817968558093867","N/A","1","N/A","0.50449863085148","N/A","50.8875","N/A","38","N/A","41.45565428177225","N/A","3869","N/A","3799","N/A"
"50","0","color-agents-by-vision","450","1000","0.430076850793651","N/A","1","N/A","0.5312920592193809","N/A","48.611111111111114","N/A","37","N/A","38.99600072134761","N/A","4737","N/A","4178","N/A"
"50","0","color-agents-by-vision","500","1000","0.43297908491443854","N/A","1","N/A","0.5657037253185487","N/A","49.438","N/A","39.5","N/A","39.46686487226583","N/A","5816","N/A","4464","N/A"
"50","0","color-agents-by-vision","550","1000","0.40298747847134936","N/A","1","N/A","0.5771482693301189","N/A","46.161818181818184","N/A","39","N/A","34.11543134812874","N/A","6703","N/A","4910","N/A"
"50","0","color-agents-by-vision","600","1000","0.4199865270029224","N/A","1","N/A","0.5827680311890838","N/A","43.915","N/A","35","N/A","34.63351327933852","N/A","7474","N/A","5350","N/A"
"50","0","color-agents-by-vision","650","1000","0.4112231181708623","N/A","1","N/A","0.5938182074209674","N/A","43.89692307692307","N/A","35","N/A","33.60282138913257","N/A","8434","N/A","5768","N/A"
"50","0","color-agents-by-vision","700","1000","0.4209252901341911","N/A","1","N/A","0.5913480360172256","N/A","40.955714285714286","N/A","33","N/A","31.838910232329575","N/A","9063","N/A","6262","N/A"
"50","0","color-agents-by-vision","750","1000","0.41453966619470556","N/A","1","N/A","0.5927987897125567","N/A","41.434666666666665","N/A","35","N/A","31.23690216658564","N/A","9796","N/A","6728","N/A"
"50","0","color-agents-by-vision","800","1000","0.41436131269668","N/A","1","N/A","0.6009460211463551","N/A","38.9275","N/A","31.5","N/A","30.012341954385743","N/A","10799","N/A","7170","N/A"
"50","0","color-agents-by-vision","850","1000","0.41164250509779476","N/A","1","N/A","0.6135770234986945","N/A","37.84117647058824","N/A","31","N/A","28.92131315011283","N/A","11985","N/A","7547","N/A"
"50","0","color-agents-by-vision","900","1000","0.4020638962081361","N/A","1","N/A","0.6276660859739159","N/A","37.53","N/A","32","N/A","27.69462808770996","N/A","13331","N/A","7907","N/A"
"50","0","color-agents-by-vision","950","1000","0.39471440803907365","N/A","1","N/A","0.6407143792847474","N/A","36.94421052631579","N/A","32","N/A","26.836507759837705","N/A","14673","N/A","8227","N/A"
"50","0","color-agents-by-vision","1000","1000","0.40646968585926707","N/A","1","N/A","0.6661455828122494","N/A","34.093","N/A","28","N/A","25.429215402681958","N/A","16619","N/A","8328","N/A"
"50","5","color-agents-by-vision","0","0","0","N/A","1","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A","0","N/A"
"50","5","color-agents-by-vision","50","1000","0.40407165335269907","N/A","1","N/A","0.23777173913043478","N/A","82.62","N/A","66","N/A","60.99711936992247","N/A","175","N/A","560","N/A"
"50","5","color-agents-by-vision","100","1000","0.46008035466888336","N/A","1","N/A","0.3068920676202861","N/A","72.18","N/A","53.5","N/A","65.4152825562895","N/A","472","N/A","1065","N/A"
"50","5","color-agents-by-vision","150","1000","0.44657469250702575","N/A","1","N/A","0.3651383725733168","N/A","60.88666666666666","N/A","43","N/A","54.508977976930424","N/A","884","N/A","1536","N/A"
"50","5","color-agents-by-vision","200","1000","0.4629301054576247","N/A","1","N/A","0.382370820668693","N/A","64.955","N/A","44","N/A","56.617050675001416","N/A","1258","N/A","2031","N/A"
"50","5","color-agents-by-vision","250","1000","0.4426455339949639","N/A","1","N/A","0.41323287026136096","N/A","54.008","N/A","41","N/A","45.50643116207241","N/A","1755","N/A","2491","N/A"
"50","5","color-agents-by-vision","300","1000","0.425941962493548","N/A","1","N/A","0.40945654306454776","N/A","58.123333333333335","N/A","44.5","N/A","46.65372463476569","N/A","2087","N/A","3009","N/A"
"50","5","color-agents-by-vision","350","1000","0.40115304562986676","N/A","1","N/A","0.4610749960361503","N/A","56.08571428571429","N/A","46","N/A","41.54934335064062","N/A","2908","N/A","3398","N/A"
"50","5","color-agents-by-vision","400","1000","0.45761490667082627","N/A","1","N/A","0.5064609704641351","N/A","48.0825","N/A","36","N/A","42.23232905955443","N/A","3841","N/A","3742","N/A"
"50","5","color-agents-by-vision","450","1000","0.4185794279582664","N/A","1","N/A","0.521860465116279","N/A","47.40222222222222","N/A","38","N/A","36.859457323187236","N/A","4488","N/A","4111","N/A"
"50","5","color-agents-by-vision","500","1000","0.4212986969030292","N/A","1","N/A","0.5438898450946644","N/A","47.272","N/A","38","N/A","37.06710072168884","N/A","5372","N/A","4504","N/A"
"50","5","color-agents-by-vision","550","1000","0.39687433994285964","N/A","1","N/A","0.5629669637231074","N/A","44.60545454545454","N/A","38","N/A","32.93796630197366","N/A","6254","N/A","4854","N/A"
"50","5","color-agents-by-vision","600","1000","0.41238545003743643","N/A","1","N/A","0.5795372087398211","N/A","45.26166666666666","N/A","36","N/A","34.89688885811336","N/A","7188","N/A","5214","N/A"
"50","5","color-agents-by-vision","650","1000","0.4082821044476851","N/A","1","N/A","0.5811320754716981","N/A","41.550769230769234","N/A","34","N/A","31.92138901189883","N/A","7854","N/A","5660","N/A"
"50","5","color-agents-by-vision","700","1000","0.4035121116812886","N/A","1","N/A","0.5845779549908765","N/A","44.38285714285714","N/A","36.5","N/A","33.23461908895823","N/A","8650","N/A","6146","N/A"
"50","5","color-agents-by-vision","750","1000","0.4046329087183392","N/A","1","N/A","0.5898998693948628","N/A","42.077333333333335","N/A","35","N/A","31.45504590320265","N/A","9485","N/A","6593","N/A"
"50","5","color-agents-by-vision","800","1000","0.3909249704518594","N/A","1","N/A","0.5950655624568668","N/A","41.24625","N/A","34","N/A","29.639352640850806","N/A","10347","N/A","7040","N/A"
"50","5","color-agents-by-vision","850","1000","0.3978379468071792","N/A","1","N/A","0.5960339638865004","N/A","39.821176470588235","N/A","33.5","N/A","29.1630164733945","N/A","11091","N/A","7516","N/A"
"50","5","color-agents-by-vision","900","1000","0.3993440289319789","N/A","1","N/A","0.6093431961475451","N/A","38.50666666666667","N/A","31","N/A","28.46055678561604","N/A","12274","N/A","7868","N/A"
