[run number],1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91
initial-population,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390,400,410,420,430,440,450,460,470,480,490,500,510,520,530,540,550,560,570,580,590,600,610,620,630,640,650,660,670,680,690,700,710,720,730,740,750,760,770,780,790,800,810,820,830,840,850,860,870,880,890,900,910,920,930,940,950,960,970,980,990,1000
[reporter],growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth,growth
,-0.25203252,-0.325203252,-0.325203252,-0.430894309,-0.37398374,-0.447154472,-0.463414634,-0.601626016,-0.56097561,-0.593495935,-0.609756098,-0.569105691,-0.617886179,-0.715447154,-0.764227642,-0.81300813,-0.804878049,-0.715447154,-0.837398374,-0.975609756,-0.983739837,-0.943089431,-1.073170732,-1.105691057,-1.138211382,-1.211382114,-1.333333333,-1.162601626,-1.357723577,-1.195121951,-1.292682927,-1.341463415,-1.536585366,-1.37398374,-1.552845528,-1.609756098,-1.642276423,-1.699186992,-1.723577236,-1.829268293,-1.886178862,-1.951219512,-2.12195122,-2.18699187,-2.113821138,-2.105691057,-2.195121951,-2.195121951,-2.235772358,-2.495934959,-2.357723577,-2.617886179,-2.658536585,-2.642276423,-2.650406504,-2.87804878,-2.804878049,-2.829268293,-2.975609756,-2.991869919,-3.089430894,-3.073170732,-3.227642276,-3.227642276,-3.341463415,-3.390243902,-3.398373984,-3.495934959,-3.471544715,-3.447154472,-3.528455285,-3.634146341,-3.585365854,-3.674796748,-3.821138211,-3.764227642,-3.959349593,-4.12195122,-3.853658537,-4.024390244,-3.991869919,-4.227642276,-4.024390244,-4.260162602,-4.276422764,-4,-4.211382114,-4.471544715,-4.536585366,-4.699186992,-4.552845528
,-0.25,-0.322580645,-0.322580645,-0.427419355,-0.370967742,-0.443548387,-0.459677419,-0.596774194,-0.556451613,-0.588709677,-0.60483871,-0.564516129,-0.612903226,-0.709677419,-0.758064516,-0.806451613,-0.798387097,-0.709677419,-0.830645161,-0.967741935,-0.975806452,-0.935483871,-1.064516129,-1.096774194,-1.129032258,-1.201612903,-1.322580645,-1.153225806,-1.346774194,-1.185483871,-1.282258065,-1.330645161,-1.524193548,-1.362903226,-1.540322581,-1.596774194,-1.629032258,-1.685483871,-1.709677419,-1.814516129,-1.879032258,-1.935483871,-2.10483871,-2.169354839,-2.096774194,-2.088709677,-2.177419355,-2.177419355,-2.217741935,-2.475806452,-2.338709677,-2.596774194,-2.637096774,-2.620967742,-2.629032258,-2.85483871,-2.782258065,-2.814516129,-2.951612903,-2.967741935,-3.064516129,-3.048387097,-3.201612903,-3.201612903,-3.322580645,-3.362903226,-3.379032258,-3.467741935,-3.451612903,-3.419354839,-3.5,-3.60483871,-3.556451613,-3.64516129,-3.790322581,-3.733870968,-3.927419355,-4.088709677,-3.822580645,-3.991935484,-3.959677419,-4.193548387,-3.991935484,-4.225806452,-4.241935484,-3.967741935,-4.177419355,-4.435483871,-4.5,-4.661290323,-4.516129032
,-0.248,-0.32,-0.32,-0.424,-0.368,-0.44,-0.456,-0.592,-0.552,-0.584,-0.6,-0.56,-0.608,-0.704,-0.752,-0.8,-0.792,-0.704,-0.824,-0.96,-0.968,-0.928,-1.056,-1.088,-1.12,-1.192,-1.312,-1.144,-1.336,-1.176,-1.272,-1.32,-1.512,-1.352,-1.528,-1.584,-1.616,-1.672,-1.696,-1.8,-1.864,-1.92,-2.088,-2.152,-2.08,-2.072,-2.16,-2.16,-2.2,-2.456,-2.32,-2.576,-2.616,-2.6,-2.608,-2.832,-2.76,-2.792,-2.928,-2.944,-3.04,-3.024,-3.176,-3.176,-3.296,-3.336,-3.352,-3.44,-3.424,-3.392,-3.472,-3.576,-3.528,-3.616,-3.76,-3.704,-3.896,-4.056,-3.792,-3.96,-3.928,-4.16,-3.96,-4.192,-4.208,-3.936,-4.144,-4.4,-4.464,-4.624,-4.48
,-0.246031746,-0.317460317,-0.317460317,-0.420634921,-0.365079365,-0.436507937,-0.452380952,-0.587301587,-0.547619048,-0.579365079,-0.595238095,-0.555555556,-0.603174603,-0.698412698,-0.746031746,-0.793650794,-0.785714286,-0.698412698,-0.817460317,-0.952380952,-0.96031746,-0.920634921,-1.047619048,-1.079365079,-1.111111111,-1.182539683,-1.301587302,-1.134920635,-1.325396825,-1.166666667,-1.261904762,-1.30952381,-1.5,-1.341269841,-1.515873016,-1.571428571,-1.603174603,-1.658730159,-1.682539683,-1.785714286,-1.849206349,-1.904761905,-2.071428571,-2.134920635,-2.063492063,-2.055555556,-2.142857143,-2.142857143,-2.182539683,-2.444444444,-2.301587302,-2.555555556,-2.595238095,-2.579365079,-2.595238095,-2.80952381,-2.738095238,-2.76984127,-2.904761905,-2.920634921,-3.015873016,-3,-3.150793651,-3.158730159,-3.26984127,-3.30952381,-3.325396825,-3.412698413,-3.396825397,-3.365079365,-3.444444444,-3.547619048,-3.5,-3.595238095,-3.73015873,-3.674603175,-3.865079365,-4.023809524,-3.761904762,-3.928571429,-3.896825397,-4.126984127,-3.928571429,-4.158730159,-4.174603175,-3.904761905,-4.111111111,-4.365079365,-4.428571429,-4.587301587,-4.444444444
,-0.244094488,-0.31496063,-0.31496063,-0.417322835,-0.362204724,-0.433070866,-0.448818898,-0.582677165,-0.543307087,-0.57480315,-0.590551181,-0.551181102,-0.598425197,-0.692913386,-0.74015748,-0.787401575,-0.779527559,-0.700787402,-0.811023622,-0.94488189,-0.952755906,-0.913385827,-1.039370079,-1.070866142,-1.102362205,-1.173228346,-1.291338583,-1.125984252,-1.31496063,-1.157480315,-1.251968504,-1.299212598,-1.488188976,-1.330708661,-1.503937008,-1.559055118,-1.590551181,-1.645669291,-1.669291339,-1.771653543,-1.834645669,-1.88976378,-2.05511811,-2.118110236,-2.047244094,-2.039370079,-2.125984252,-2.133858268,-2.165354331,-2.42519685,-2.283464567,-2.535433071,-2.57480315,-2.559055118,-2.57480315,-2.787401575,-2.716535433,-2.748031496,-2.881889764,-2.897637795,-2.992125984,-2.976377953,-3.125984252,-3.133858268,-3.244094488,-3.283464567,-3.299212598,-3.385826772,-3.37007874,-3.338582677,-3.417322835,-3.519685039,-3.472440945,-3.57480315,-3.700787402,-3.645669291,-3.834645669,-3.992125984,-3.732283465,-3.897637795,-3.866141732,-4.094488189,-3.897637795,-4.125984252,-4.141732283,-3.874015748,-4.078740157,-4.330708661,-4.393700787,-4.551181102,-4.409448819
,-0.2421875,-0.3125,-0.3125,-0.4140625,-0.359375,-0.4296875,-0.4453125,-0.578125,-0.5390625,-0.5703125,-0.5859375,-0.546875,-0.59375,-0.6875,-0.734375,-0.78125,-0.7734375,-0.6953125,-0.8046875,-0.9375,-0.9453125,-0.90625,-1.03125,-1.0625,-1.09375,-1.1640625,-1.28125,-1.1171875,-1.3046875,-1.1484375,-1.2421875,-1.2890625,-1.4765625,-1.3203125,-1.4921875,-1.546875,-1.578125,-1.6328125,-1.65625,-1.7578125,-1.8203125,-1.875,-2.046875,-2.1015625,-2.03125,-2.0234375,-2.109375,-2.1171875,-2.1484375,-2.40625,-2.265625,-2.515625,-2.5546875,-2.5390625,-2.5546875,-2.7734375,-2.6953125,-2.734375,-2.859375,-2.875,-2.96875,-2.953125,-3.1015625,-3.109375,-3.21875,-3.2578125,-3.2734375,-3.359375,-3.34375,-3.3125,-3.390625,-3.4921875,-3.4453125,-3.546875,-3.671875,-3.6171875,-3.8046875,-3.9609375,-3.703125,-3.8671875,-3.8359375,-4.0625,-3.8671875,-4.09375,-4.109375,-3.84375,-4.046875,-4.296875,-4.359375,-4.515625,-4.375
,-0.240310078,-0.310077519,-0.310077519,-0.410852713,-0.356589147,-0.426356589,-0.441860465,-0.573643411,-0.534883721,-0.565891473,-0.581395349,-0.542635659,-0.589147287,-0.682170543,-0.728682171,-0.775193798,-0.76744186,-0.689922481,-0.798449612,-0.930232558,-0.937984496,-0.899224806,-1.023255814,-1.054263566,-1.085271318,-1.162790698,-1.271317829,-1.108527132,-1.294573643,-1.139534884,-1.23255814,-1.279069767,-1.465116279,-1.310077519,-1.480620155,-1.534883721,-1.565891473,-1.620155039,-1.643410853,-1.751937984,-1.80620155,-1.860465116,-2.031007752,-2.085271318,-2.015503876,-2.007751938,-2.093023256,-2.100775194,-2.131782946,-2.387596899,-2.248062016,-2.496124031,-2.534883721,-2.519379845,-2.534883721,-2.751937984,-2.682170543,-2.713178295,-2.837209302,-2.852713178,-2.953488372,-2.930232558,-3.07751938,-3.085271318,-3.19379845,-3.23255814,-3.248062016,-3.333333333,-3.317829457,-3.286821705,-3.364341085,-3.465116279,-3.418604651,-3.519379845,-3.643410853,-3.589147287,-3.775193798,-3.930232558,-3.674418605,-3.837209302,-3.813953488,-4.031007752,-3.837209302,-4.062015504,-4.07751938,-3.813953488,-4.015503876,-4.263565891,-4.325581395,-4.480620155,-4.341085271
,-0.238461538,-0.307692308,-0.307692308,-0.407692308,-0.353846154,-0.423076923,-0.438461538,-0.569230769,-0.530769231,-0.561538462,-0.576923077,-0.538461538,-0.584615385,-0.676923077,-0.723076923,-0.769230769,-0.761538462,-0.684615385,-0.792307692,-0.923076923,-0.930769231,-0.892307692,-1.015384615,-1.053846154,-1.076923077,-1.153846154,-1.261538462,-1.1,-1.284615385,-1.130769231,-1.223076923,-1.269230769,-1.453846154,-1.3,-1.469230769,-1.523076923,-1.553846154,-1.607692308,-1.630769231,-1.738461538,-1.792307692,-1.846153846,-2.015384615,-2.069230769,-2,-1.992307692,-2.076923077,-2.084615385,-2.115384615,-2.369230769,-2.230769231,-2.476923077,-2.515384615,-2.5,-2.523076923,-2.738461538,-2.661538462,-2.692307692,-2.815384615,-2.846153846,-2.930769231,-2.907692308,-3.053846154,-3.061538462,-3.169230769,-3.207692308,-3.230769231,-3.307692308,-3.292307692,-3.261538462,-3.338461538,-3.438461538,-3.392307692,-3.492307692,-3.615384615,-3.561538462,-3.746153846,-3.9,-3.646153846,-3.807692308,-3.784615385,-4,-3.807692308,-4.030769231,-4.046153846,-3.784615385,-3.984615385,-4.230769231,-4.292307692,-4.446153846,-4.307692308
,-0.236641221,-0.305343511,-0.305343511,-0.404580153,-0.351145038,-0.419847328,-0.435114504,-0.564885496,-0.526717557,-0.557251908,-0.572519084,-0.534351145,-0.580152672,-0.671755725,-0.717557252,-0.763358779,-0.755725191,-0.679389313,-0.786259542,-0.916030534,-0.923664122,-0.885496183,-1.007633588,-1.045801527,-1.06870229,-1.145038168,-1.251908397,-1.091603053,-1.27480916,-1.122137405,-1.213740458,-1.259541985,-1.442748092,-1.290076336,-1.458015267,-1.511450382,-1.541984733,-1.595419847,-1.625954198,-1.732824427,-1.778625954,-1.832061069,-2,-2.053435115,-1.984732824,-1.977099237,-2.061068702,-2.06870229,-2.106870229,-2.351145038,-2.213740458,-2.458015267,-2.496183206,-2.480916031,-2.503816794,-2.717557252,-2.641221374,-2.679389313,-2.79389313,-2.832061069,-2.908396947,-2.885496183,-3.030534351,-3.038167939,-3.145038168,-3.183206107,-3.20610687,-3.282442748,-3.267175573,-3.236641221,-3.312977099,-3.41221374,-3.366412214,-3.465648855,-3.58778626,-3.534351145,-3.717557252,-3.870229008,-3.618320611,-3.778625954,-3.755725191,-3.969465649,-3.778625954,-4,-4.015267176,-3.755725191,-3.954198473,-4.198473282,-4.259541985,-4.41221374,-4.27480916
,-0.234848485,-0.303030303,-0.303030303,-0.401515152,-0.348484848,-0.416666667,-0.431818182,-0.560606061,-0.522727273,-0.553030303,-0.568181818,-0.53030303,-0.575757576,-0.666666667,-0.712121212,-0.757575758,-0.75,-0.674242424,-0.78030303,-0.909090909,-0.916666667,-0.878787879,-1,-1.037878788,-1.060606061,-1.136363636,-1.25,-1.083333333,-1.265151515,-1.113636364,-1.204545455,-1.25,-1.431818182,-1.28030303,-1.446969697,-1.5,-1.53030303,-1.583333333,-1.613636364,-1.71969697,-1.765151515,-1.818181818,-1.984848485,-2.045454545,-1.96969697,-1.962121212,-2.045454545,-2.053030303,-2.090909091,-2.333333333,-2.204545455,-2.439393939,-2.484848485,-2.46969697,-2.492424242,-2.696969697,-2.628787879,-2.659090909,-2.772727273,-2.818181818,-2.886363636,-2.863636364,-3.007575758,-3.015151515,-3.121212121,-3.159090909,-3.181818182,-3.257575758,-3.242424242,-3.212121212,-3.287878788,-3.386363636,-3.340909091,-3.439393939,-3.560606061,-3.507575758,-3.689393939,-3.840909091,-3.590909091,-3.75,-3.727272727,-3.939393939,-3.75,-3.96969697,-3.984848485,-3.727272727,-3.924242424,-4.166666667,-4.227272727,-4.378787879,-4.242424242
,-0.233082707,-0.30075188,-0.30075188,-0.398496241,-0.345864662,-0.413533835,-0.428571429,-0.556390977,-0.518796992,-0.54887218,-0.571428571,-0.526315789,-0.578947368,-0.661654135,-0.706766917,-0.751879699,-0.744360902,-0.669172932,-0.77443609,-0.902255639,-0.909774436,-0.872180451,-0.992481203,-1.030075188,-1.052631579,-1.127819549,-1.240601504,-1.07518797,-1.255639098,-1.105263158,-1.195488722,-1.240601504,-1.421052632,-1.270676692,-1.436090226,-1.488721805,-1.518796992,-1.571428571,-1.601503759,-1.706766917,-1.751879699,-1.804511278,-1.969924812,-2.030075188,-1.954887218,-1.947368421,-2.030075188,-2.037593985,-2.07518797,-2.315789474,-2.187969925,-2.421052632,-2.466165414,-2.45112782,-2.473684211,-2.676691729,-2.609022556,-2.639097744,-2.759398496,-2.796992481,-2.864661654,-2.842105263,-2.984962406,-2.992481203,-3.097744361,-3.135338346,-3.157894737,-3.233082707,-3.218045113,-3.187969925,-3.263157895,-3.360902256,-3.315789474,-3.413533835,-3.533834586,-3.481203008,-3.661654135,-3.812030075,-3.563909774,-3.721804511,-3.69924812,-3.909774436,-3.721804511,-3.939849624,-3.954887218,-3.69924812,-3.894736842,-4.135338346,-4.195488722,-4.345864662,-4.210526316
,-0.231343284,-0.298507463,-0.298507463,-0.395522388,-0.343283582,-0.410447761,-0.425373134,-0.552238806,-0.514925373,-0.544776119,-0.567164179,-0.52238806,-0.574626866,-0.656716418,-0.701492537,-0.746268657,-0.73880597,-0.664179104,-0.768656716,-0.895522388,-0.902985075,-0.865671642,-0.985074627,-1.02238806,-1.044776119,-1.119402985,-1.231343284,-1.074626866,-1.246268657,-1.097014925,-1.186567164,-1.231343284,-1.410447761,-1.26119403,-1.425373134,-1.47761194,-1.507462687,-1.559701493,-1.589552239,-1.694029851,-1.73880597,-1.791044776,-1.955223881,-2.014925373,-1.940298507,-1.940298507,-2.014925373,-2.029850746,-2.059701493,-2.305970149,-2.171641791,-2.402985075,-2.447761194,-2.432835821,-2.455223881,-2.656716418,-2.589552239,-2.619402985,-2.73880597,-2.78358209,-2.843283582,-2.820895522,-2.962686567,-2.970149254,-3.074626866,-3.111940299,-3.134328358,-3.208955224,-3.194029851,-3.164179104,-3.23880597,-3.335820896,-3.291044776,-3.388059701,-3.507462687,-3.455223881,-3.634328358,-3.78358209,-3.537313433,-3.694029851,-3.671641791,-3.880597015,-3.694029851,-3.910447761,-3.925373134,-3.671641791,-3.865671642,-4.104477612,-4.164179104,-4.313432836,-4.179104478
,-0.22962963,-0.296296296,-0.296296296,-0.392592593,-0.340740741,-0.407407407,-0.422222222,-0.548148148,-0.511111111,-0.540740741,-0.562962963,-0.518518519,-0.57037037,-0.651851852,-0.696296296,-0.740740741,-0.733333333,-0.659259259,-0.762962963,-0.888888889,-0.896296296,-0.859259259,-0.977777778,-1.014814815,-1.037037037,-1.111111111,-1.222222222,-1.066666667,-1.237037037,-1.088888889,-1.177777778,-1.222222222,-1.4,-1.251851852,-1.414814815,-1.466666667,-1.496296296,-1.548148148,-1.577777778,-1.681481481,-1.725925926,-1.777777778,-1.940740741,-2,-1.925925926,-1.925925926,-2.007407407,-2.014814815,-2.044444444,-2.288888889,-2.155555556,-2.385185185,-2.42962963,-2.414814815,-2.437037037,-2.637037037,-2.57037037,-2.6,-2.718518519,-2.762962963,-2.822222222,-2.8,-2.940740741,-2.948148148,-3.051851852,-3.088888889,-3.111111111,-3.185185185,-3.17037037,-3.140740741,-3.214814815,-3.311111111,-3.266666667,-3.362962963,-3.488888889,-3.42962963,-3.607407407,-3.755555556,-3.511111111,-3.666666667,-3.644444444,-3.851851852,-3.666666667,-3.881481481,-3.896296296,-3.644444444,-3.837037037,-4.074074074,-4.133333333,-4.281481481,-4.148148148
,-0.227941176,-0.294117647,-0.294117647,-0.389705882,-0.338235294,-0.404411765,-0.419117647,-0.544117647,-0.507352941,-0.536764706,-0.558823529,-0.514705882,-0.566176471,-0.647058824,-0.691176471,-0.735294118,-0.727941176,-0.654411765,-0.757352941,-0.882352941,-0.889705882,-0.852941176,-0.970588235,-1.007352941,-1.029411765,-1.102941176,-1.213235294,-1.058823529,-1.227941176,-1.080882353,-1.169117647,-1.213235294,-1.389705882,-1.25,-1.404411765,-1.455882353,-1.485294118,-1.536764706,-1.566176471,-1.669117647,-1.713235294,-1.764705882,-1.926470588,-1.985294118,-1.911764706,-1.911764706,-1.992647059,-2,-2.036764706,-2.272058824,-2.139705882,-2.367647059,-2.411764706,-2.404411765,-2.419117647,-2.625,-2.551470588,-2.588235294,-2.698529412,-2.742647059,-2.801470588,-2.779411765,-2.919117647,-2.926470588,-3.029411765,-3.066176471,-3.088235294,-3.161764706,-3.147058824,-3.117647059,-3.191176471,-3.286764706,-3.242647059,-3.338235294,-3.463235294,-3.404411765,-3.580882353,-3.727941176,-3.485294118,-3.639705882,-3.617647059,-3.823529412,-3.639705882,-3.852941176,-3.867647059,-3.617647059,-3.808823529,-4.044117647,-4.102941176,-4.25,-4.117647059
,-0.226277372,-0.291970803,-0.291970803,-0.386861314,-0.335766423,-0.401459854,-0.416058394,-0.540145985,-0.503649635,-0.532846715,-0.554744526,-0.510948905,-0.562043796,-0.642335766,-0.686131387,-0.729927007,-0.722627737,-0.649635036,-0.751824818,-0.875912409,-0.883211679,-0.846715328,-0.96350365,-1,-1.02189781,-1.094890511,-1.204379562,-1.051094891,-1.218978102,-1.072992701,-1.160583942,-1.204379562,-1.379562044,-1.240875912,-1.394160584,-1.445255474,-1.474452555,-1.525547445,-1.562043796,-1.656934307,-1.700729927,-1.751824818,-1.912408759,-1.97080292,-1.905109489,-1.897810219,-1.97810219,-1.98540146,-2.02189781,-2.255474453,-2.124087591,-2.350364964,-2.394160584,-2.386861314,-2.401459854,-2.605839416,-2.532846715,-2.569343066,-2.678832117,-2.722627737,-2.781021898,-2.759124088,-2.897810219,-2.905109489,-3.00729927,-3.04379562,-3.065693431,-3.138686131,-3.124087591,-3.094890511,-3.167883212,-3.262773723,-3.218978102,-3.313868613,-3.437956204,-3.379562044,-3.554744526,-3.700729927,-3.459854015,-3.613138686,-3.591240876,-3.795620438,-3.613138686,-3.824817518,-3.839416058,-3.591240876,-3.781021898,-4.01459854,-4.072992701,-4.218978102,-4.087591241
,-0.224637681,-0.289855072,-0.289855072,-0.384057971,-0.333333333,-0.398550725,-0.413043478,-0.536231884,-0.507246377,-0.528985507,-0.550724638,-0.507246377,-0.557971014,-0.637681159,-0.68115942,-0.724637681,-0.724637681,-0.644927536,-0.746376812,-0.869565217,-0.876811594,-0.84057971,-0.956521739,-0.992753623,-1.014492754,-1.086956522,-1.195652174,-1.043478261,-1.210144928,-1.065217391,-1.152173913,-1.202898551,-1.369565217,-1.231884058,-1.384057971,-1.434782609,-1.463768116,-1.514492754,-1.550724638,-1.644927536,-1.688405797,-1.739130435,-1.898550725,-1.956521739,-1.891304348,-1.884057971,-1.963768116,-1.971014493,-2.007246377,-2.239130435,-2.108695652,-2.333333333,-2.384057971,-2.369565217,-2.384057971,-2.586956522,-2.514492754,-2.550724638,-2.65942029,-2.702898551,-2.760869565,-2.739130435,-2.876811594,-2.884057971,-2.985507246,-3.02173913,-3.043478261,-3.115942029,-3.101449275,-3.072463768,-3.144927536,-3.239130435,-3.195652174,-3.289855072,-3.413043478,-3.355072464,-3.528985507,-3.673913043,-3.434782609,-3.586956522,-3.565217391,-3.768115942,-3.586956522,-3.797101449,-3.811594203,-3.565217391,-3.753623188,-3.985507246,-4.043478261,-4.188405797,-4.057971014
,-0.223021583,-0.287769784,-0.287769784,-0.381294964,-0.330935252,-0.395683453,-0.410071942,-0.532374101,-0.503597122,-0.525179856,-0.54676259,-0.503597122,-0.553956835,-0.633093525,-0.676258993,-0.71942446,-0.726618705,-0.64028777,-0.741007194,-0.863309353,-0.870503597,-0.834532374,-0.949640288,-0.985611511,-1.007194245,-1.079136691,-1.18705036,-1.035971223,-1.201438849,-1.057553957,-1.143884892,-1.194244604,-1.35971223,-1.223021583,-1.374100719,-1.424460432,-1.45323741,-1.503597122,-1.539568345,-1.633093525,-1.676258993,-1.726618705,-1.884892086,-1.942446043,-1.877697842,-1.884892086,-1.949640288,-1.956834532,-1.992805755,-2.223021583,-2.09352518,-2.316546763,-2.374100719,-2.352517986,-2.366906475,-2.568345324,-2.496402878,-2.532374101,-2.64028777,-2.683453237,-2.741007194,-2.71942446,-2.856115108,-2.863309353,-2.964028777,-3,-3.021582734,-3.09352518,-3.079136691,-3.050359712,-3.122302158,-3.215827338,-3.172661871,-3.26618705,-3.388489209,-3.330935252,-3.503597122,-3.647482014,-3.410071942,-3.561151079,-3.539568345,-3.741007194,-3.561151079,-3.769784173,-3.784172662,-3.539568345,-3.726618705,-3.956834532,-4.014388489,-4.158273381,-4.028776978
,-0.221428571,-0.285714286,-0.285714286,-0.378571429,-0.328571429,-0.392857143,-0.407142857,-0.528571429,-0.5,-0.521428571,-0.542857143,-0.5,-0.55,-0.628571429,-0.671428571,-0.714285714,-0.721428571,-0.635714286,-0.735714286,-0.857142857,-0.864285714,-0.828571429,-0.942857143,-0.978571429,-1,-1.071428571,-1.178571429,-1.028571429,-1.192857143,-1.057142857,-1.135714286,-1.185714286,-1.35,-1.214285714,-1.364285714,-1.414285714,-1.442857143,-1.5,-1.528571429,-1.621428571,-1.664285714,-1.721428571,-1.871428571,-1.928571429,-1.864285714,-1.871428571,-1.935714286,-1.942857143,-1.978571429,-2.207142857,-2.078571429,-2.3,-2.357142857,-2.335714286,-2.357142857,-2.55,-2.478571429,-2.514285714,-2.621428571,-2.664285714,-2.721428571,-2.7,-2.835714286,-2.842857143,-2.942857143,-2.978571429,-3,-3.071428571,-3.057142857,-3.028571429,-3.1,-3.192857143,-3.15,-3.242857143,-3.364285714,-3.307142857,-3.478571429,-3.621428571,-3.385714286,-3.535714286,-3.514285714,-3.714285714,-3.535714286,-3.742857143,-3.757142857,-3.514285714,-3.7,-3.928571429,-3.985714286,-4.128571429,-4
,-0.219858156,-0.283687943,-0.283687943,-0.375886525,-0.326241135,-0.390070922,-0.404255319,-0.524822695,-0.496453901,-0.517730496,-0.539007092,-0.496453901,-0.546099291,-0.624113475,-0.666666667,-0.709219858,-0.716312057,-0.631205674,-0.730496454,-0.85106383,-0.858156028,-0.822695035,-0.936170213,-0.978723404,-0.992907801,-1.063829787,-1.170212766,-1.021276596,-1.184397163,-1.04964539,-1.127659574,-1.177304965,-1.340425532,-1.205673759,-1.354609929,-1.404255319,-1.432624113,-1.489361702,-1.517730496,-1.609929078,-1.65248227,-1.709219858,-1.858156028,-1.914893617,-1.85106383,-1.858156028,-1.921985816,-1.929078014,-1.964539007,-2.191489362,-2.063829787,-2.283687943,-2.340425532,-2.319148936,-2.340425532,-2.531914894,-2.460992908,-2.496453901,-2.602836879,-2.645390071,-2.70212766,-2.680851064,-2.815602837,-2.822695035,-2.921985816,-2.957446809,-2.978723404,-3.04964539,-3.035460993,-3.007092199,-3.078014184,-3.170212766,-3.127659574,-3.219858156,-3.340425532,-3.283687943,-3.453900709,-3.595744681,-3.361702128,-3.510638298,-3.489361702,-3.687943262,-3.510638298,-3.716312057,-3.730496454,-3.489361702,-3.673758865,-3.90070922,-3.957446809,-4.09929078,-3.971631206
,-0.218309859,-0.281690141,-0.281690141,-0.373239437,-0.323943662,-0.387323944,-0.401408451,-0.521126761,-0.492957746,-0.514084507,-0.535211268,-0.492957746,-0.542253521,-0.61971831,-0.661971831,-0.704225352,-0.711267606,-0.626760563,-0.725352113,-0.845070423,-0.852112676,-0.816901408,-0.929577465,-0.971830986,-0.985915493,-1.056338028,-1.161971831,-1.014084507,-1.176056338,-1.042253521,-1.11971831,-1.169014085,-1.330985915,-1.197183099,-1.345070423,-1.394366197,-1.422535211,-1.478873239,-1.507042254,-1.598591549,-1.64084507,-1.697183099,-1.845070423,-1.901408451,-1.838028169,-1.845070423,-1.908450704,-1.915492958,-1.950704225,-2.176056338,-2.049295775,-2.267605634,-2.323943662,-2.302816901,-2.323943662,-2.514084507,-2.443661972,-2.478873239,-2.584507042,-2.626760563,-2.683098592,-2.661971831,-2.795774648,-2.802816901,-2.901408451,-2.936619718,-2.957746479,-3.028169014,-3.014084507,-2.985915493,-3.056338028,-3.147887324,-3.105633803,-3.197183099,-3.316901408,-3.26056338,-3.429577465,-3.570422535,-3.338028169,-3.485915493,-3.464788732,-3.661971831,-3.485915493,-3.690140845,-3.704225352,-3.464788732,-3.647887324,-3.873239437,-3.929577465,-4.070422535,-3.943661972
,-0.216783217,-0.27972028,-0.27972028,-0.370629371,-0.321678322,-0.384615385,-0.398601399,-0.517482517,-0.48951049,-0.51048951,-0.531468531,-0.48951049,-0.538461538,-0.615384615,-0.657342657,-0.699300699,-0.706293706,-0.622377622,-0.72027972,-0.839160839,-0.846153846,-0.811188811,-0.923076923,-0.965034965,-0.979020979,-1.048951049,-1.153846154,-1.006993007,-1.167832168,-1.034965035,-1.111888112,-1.160839161,-1.321678322,-1.188811189,-1.335664336,-1.384615385,-1.412587413,-1.468531469,-1.496503497,-1.587412587,-1.629370629,-1.685314685,-1.832167832,-1.888111888,-1.825174825,-1.832167832,-1.895104895,-1.902097902,-1.944055944,-2.160839161,-2.034965035,-2.258741259,-2.307692308,-2.286713287,-2.307692308,-2.496503497,-2.426573427,-2.461538462,-2.566433566,-2.608391608,-2.664335664,-2.65034965,-2.776223776,-2.783216783,-2.881118881,-2.916083916,-2.937062937,-3.006993007,-2.993006993,-2.965034965,-3.034965035,-3.125874126,-3.083916084,-3.174825175,-3.293706294,-3.237762238,-3.405594406,-3.545454545,-3.314685315,-3.461538462,-3.440559441,-3.636363636,-3.461538462,-3.664335664,-3.678321678,-3.440559441,-3.622377622,-3.846153846,-3.902097902,-4.041958042,-3.916083916
