maximum-sugar-endowment,minimum-sugar-endowment,initial-population,gini-index,death-ratio,mean-sugar,starve-count,age-death-count,max-min
20,0,50,0.504988208,0.353279632,67.84,307,561,20
20,0,100,0.524272316,0.407166124,61.84,750,1091,20
20,0,150,0.474675564,0.423211781,57.94666667,1207,1644,20
20,0,200,0.49018271,0.4368758,47.89,1706,2198,20
20,0,250,0.500531827,0.464874411,49.58,2369,2726,20
20,0,300,0.5320711,0.484158573,46.66333333,3041,3239,20
20,0,350,0.486150489,0.540564598,44.33428571,4251,3612,20
20,0,400,0.503374797,0.58023782,41.6525,5514,3988,20
20,0,450,0.476425755,0.588331814,39.26444444,6454,4515,20
20,0,500,0.461097426,0.589571337,37.608,7372,5131,20
20,0,550,0.483025166,0.600141493,35.60545455,8483,5651,20
20,0,600,0.477613128,0.597306746,34.05666667,9226,6219,20
20,0,650,0.480454828,0.604759956,34.28307692,10342,6758,20
20,0,700,0.479550726,0.617352083,31.33857143,11634,7210,20
20,0,750,0.486994135,0.618149413,29.40266667,12486,7712,20
20,0,800,0.498502172,0.635758012,29.6325,14124,8091,20
20,0,850,0.509724096,0.649931821,27.52823529,15729,8471,20
20,0,900,0.48696847,0.682259324,28.18444444,18348,8544,20
20,0,950,0.482533858,0.718345995,25.06421053,21559,8452,20
20,0,1000,0.479419266,0.754684083,26.451,25537,8300,20
20,5,50,0.489057851,0.280856423,72.6,223,570,15
20,5,100,0.479151079,0.389360498,69.5,688,1078,15
20,5,150,0.488140999,0.399260628,48.35333333,1080,1624,15
20,5,200,0.464317737,0.424603175,51.08,1605,2174,15
20,5,250,0.484006056,0.431351809,52.84,2039,2687,15
20,5,300,0.499574579,0.465273095,49.02333333,2760,3171,15
20,5,350,0.48548565,0.518629726,45.80857143,3800,3526,15
20,5,400,0.494834418,0.574673166,42.2375,5187,3838,15
20,5,450,0.482435138,0.585093285,40.91333333,6178,4380,15
20,5,500,0.448101085,0.585396559,39.808,6975,4939,15
20,5,550,0.458434773,0.584326444,37.16727273,7747,5510,15
20,5,600,0.44702255,0.597256608,35.77166667,8926,6018,15
20,5,650,0.459400229,0.59859542,32.68307692,9802,6572,15
20,5,700,0.475198443,0.597363487,33.24857143,10513,7085,15
20,5,750,0.463078104,0.597495623,31.74133333,11261,7585,15
20,5,800,0.474211558,0.60686145,29.24875,12400,8032,15
20,5,850,0.483064111,0.617084282,27.11647059,13545,8404,15
20,5,900,0.488255697,0.653697133,26.83444444,16028,8490,15
20,5,950,0.486019754,0.695936564,26.75052632,19045,8320,15
20,5,1000,0.481605374,0.734013651,25.082,22154,8027,15
20,10,50,0.496227582,0.290566038,64.68,231,563,10
20,10,100,0.456340977,0.357444244,60.18,593,1065,10
20,10,150,0.474241932,0.408921933,57.42666667,1100,1589,10
20,10,200,0.468195364,0.411230388,54.36,1494,2138,10
20,10,250,0.469392068,0.427284427,52.848,1992,2669,10
20,10,300,0.482225768,0.445793735,50.14,2533,3148,10
20,10,350,0.495137764,0.505530346,42.63428571,3565,3486,10
20,10,400,0.478482046,0.553577744,43.5825,4696,3786,10
20,10,450,0.451948682,0.576237227,41.22444444,5752,4229,10
20,10,500,0.456486651,0.587738936,40.752,6826,4787,10
20,10,550,0.453772102,0.583793882,37.82181818,7500,5346,10
20,10,600,0.436444588,0.587553558,37.36166667,8365,5871,10
20,10,650,0.434549163,0.590833546,35.50923077,9243,6400,10
20,10,700,0.446125268,0.587730207,32.98714286,9925,6961,10
20,10,750,0.447382964,0.586949339,30.48266667,10659,7500,10
20,10,800,0.455080562,0.599868228,30.45,11836,7894,10
20,10,850,0.458751298,0.613992424,29.52823529,13129,8253,10
20,10,900,0.465356848,0.63226505,27.71,14599,8490,10
20,10,950,0.471903266,0.664384925,26.25578947,16694,8432,10
20,10,1000,0.473464331,0.711796007,25.835,19931,8069,10
20,15,50,0.4025,0.290771176,57.92,230,560,5
20,15,100,0.469155141,0.36600121,66.52,605,1047,5
20,15,150,0.445968011,0.419172932,55.85333333,1115,1544,5
20,15,200,0.472202538,0.411319697,47.275,1468,2100,5
20,15,250,0.475755305,0.419269103,52.964,1893,2621,5
20,15,300,0.467929623,0.441470378,49.41666667,2474,3129,5
20,15,350,0.463822312,0.486590038,44.26,3302,3483,5
20,15,400,0.456721662,0.549957509,39.17,4530,3706,5
20,15,450,0.451378203,0.578483607,42.22888889,5646,4113,5
20,15,500,0.443878759,0.580145059,41.504,6399,4630,5
20,15,550,0.43226632,0.580415622,38.44,7178,5188,5
20,15,600,0.426521739,0.586234234,36.72333333,8134,5740,5
20,15,650,0.427426751,0.588875693,35.32153846,8925,6230,5
20,15,700,0.422864277,0.590319845,34.61285714,9745,6762,5
20,15,750,0.417911025,0.597663421,33.69733333,10743,7231,5
20,15,800,0.428304257,0.600559238,32.8875,11598,7713,5
20,15,850,0.44592524,0.607177357,31.30470588,12571,8132,5
20,15,900,0.446738467,0.621422474,29.67777778,13831,8425,5
20,15,950,0.463209582,0.646235843,28.16842105,15520,8495,5
20,15,1000,0.461130435,0.686921208,25.714,18099,8248,5
20,20,50,0.425708944,0.274711168,64.18,214,564,0
20,20,100,0.49821438,0.319284802,75.38,500,1065,0
20,20,150,0.49628882,0.393520348,51.52,996,1534,0
20,20,200,0.468753484,0.400694847,55.615,1384,2069,0
20,20,250,0.453009841,0.416741472,54.06,1857,2598,0
20,20,300,0.477094276,0.442532943,53.94333333,2418,3045,0
20,20,350,0.450107757,0.473692168,46.51428571,3133,3480,0
20,20,400,0.472043697,0.534924845,45.9125,4235,3681,0
20,20,450,0.445233564,0.577768385,46.54666667,5468,3995,0
20,20,500,0.441722658,0.579191825,43.066,6235,4529,0
20,20,550,0.425339914,0.584283589,41.72909091,7071,5030,0
20,20,600,0.414604496,0.583768073,40.13166667,7833,5584,0
20,20,650,0.413181276,0.590379404,39.02307692,8714,6045,0
20,20,700,0.406392055,0.585425253,38.28285714,9375,6638,0
20,20,750,0.411492859,0.591706447,36.59733333,10288,7098,0
20,20,800,0.411871158,0.595498427,33.14375,11165,7583,0
20,20,850,0.394744416,0.602399484,33.00941176,12151,8019,0
20,20,900,0.417913148,0.606306222,33.02333333,12941,8402,0
20,20,950,0.423869862,0.628541676,30.95789474,14486,8560,0
20,20,1000,0.43932395,0.662205354,28.739,16575,8454,0
25,0,50,0.450953027,0.323809524,73.66,272,567,25
25,0,100,0.49290501,0.40954495,63.27,738,1063,25
25,0,150,0.472277213,0.427960057,59,1200,1603,25
25,0,200,0.500914152,0.432637076,52.535,1657,2172,25
25,0,250,0.465956341,0.445087901,51.124,2152,2682,25
25,0,300,0.485767397,0.476778656,50.80666667,2895,3176,25
25,0,350,0.494516332,0.522170127,43.39714286,3898,3566,25
25,0,400,0.474415508,0.568194368,42.43,5145,3909,25
25,0,450,0.482996006,0.587479936,37.46222222,6222,4368,25
25,0,500,0.472404791,0.591740462,39.744,7150,4932,25
25,0,550,0.458786921,0.591824645,36.8,7992,5511,25
25,0,600,0.450414135,0.599360256,34.83166667,8994,6011,25
25,0,650,0.475188378,0.603000121,35.46,9929,6536,25
25,0,700,0.468376862,0.609889806,33.39714286,11014,7044,25
25,0,750,0.484427786,0.610804965,31.376,11860,7556,25
25,0,800,0.480171538,0.621088017,31.6075,13118,8002,25
25,0,850,0.477242585,0.642570281,29.21647059,14880,8276,25
25,0,900,0.477261406,0.666993836,28.13555556,16989,8481,25
25,0,950,0.474627062,0.698141317,25.98,19682,8509,25
25,0,1000,0.46917566,0.73280743,25.982,23038,8399,25
25,5,50,0.412095032,0.294936709,55.56,233,556,20
25,5,100,0.478145796,0.359281437,66.12,600,1069,20
25,5,150,0.479491863,0.404859813,56.94,1083,1591,20
25,5,200,0.474184273,0.416254805,52.775,1516,2125,20
25,5,250,0.496749119,0.433084312,48.804,2029,2655,20
25,5,300,0.486458535,0.462542955,48.15333333,2692,3127,20
25,5,350,0.480945218,0.503957038,45.58285714,3566,3509,20
25,5,400,0.470545136,0.544503233,43.9225,4631,3873,20
25,5,450,0.45615856,0.580271368,45.53333333,5859,4237,20
25,5,500,0.465204833,0.575969875,37.738,6577,4841,20
25,5,550,0.443989346,0.591024555,36.36545455,7678,5312,20
25,5,600,0.456231997,0.584382694,36.26,8307,5907,20
25,5,650,0.452095007,0.585878722,34.59846154,9111,6439,20
25,5,700,0.447274129,0.590151336,34.94857143,9983,6932,20
25,5,750,0.447425203,0.59777597,33.62266667,11020,7414,20
25,5,800,0.459883722,0.599339431,30.86625,11795,7884,20
25,5,850,0.460303962,0.621813816,29.31529412,13466,8189,20
25,5,900,0.470277957,0.640709857,29.30555556,14983,8401,20
25,5,950,0.478641438,0.674085295,27.38842105,17355,8390,20
25,5,1000,0.47279025,0.710399267,26.298,20159,8217,20
25,10,50,0.493574913,0.277992278,57.4,216,560,15
25,10,100,0.453600563,0.357748184,56.88,591,1060,15
25,10,150,0.481646487,0.412210846,62.22,1087,1549,15
25,10,200,0.453583415,0.411896745,56.015,1468,2095,15
25,10,250,0.460729783,0.409975397,54.46,1833,2637,15
25,10,300,0.492208756,0.43661212,48.95666667,2428,3132,15
25,10,350,0.486396403,0.494004095,44.66285714,3378,3459,15
25,10,400,0.460642094,0.539769277,42.595,4445,3789,15
25,10,450,0.443570203,0.574165637,40.86222222,5574,4133,15
25,10,500,0.442492395,0.576745867,39.578,6384,4684,15
25,10,550,0.440831897,0.585711995,41.24,7305,5166,15
25,10,600,0.446636585,0.581334306,39.245,7973,5741,15
25,10,650,0.423920033,0.587793303,36.61846154,8918,6253,15
25,10,700,0.43725504,0.591840446,35.74714286,9763,6732,15
25,10,750,0.438339479,0.589026449,33.12266667,10467,7302,15
25,10,800,0.431843643,0.596226022,33.11125,11438,7745,15
25,10,850,0.437351764,0.609649544,30.85529412,12699,8130,15
25,10,900,0.442555778,0.619905427,29.93555556,13765,8439,15
25,10,950,0.450367487,0.654461678,29.55157895,15908,8398,15
25,10,1000,0.46550728,0.689494105,27.062,18304,8242,15
25,15,50,0.447970005,0.292838875,74.68,229,552,10
