maximum-sugar-endowment,minimum-sugar-endowment,initial-population,gini-index,survival-ratio,mean-sugar,median-sugar,sd-sugar
25,15,540,0.367131653,0.494444444,1154.928839,1068,750.5974955
25,15,560,0.358559875,0.491071429,1123.48,1043,715.0762928
25,15,580,0.322071278,0.465517241,1179.814815,1043,677.1523326
25,15,600,0.344993209,0.503333333,1132.006623,1031.5,691.6678095
25,15,620,0.309928417,0.461290323,1163.041958,1014.5,643.6230767
25,15,640,0.300416671,0.4578125,1202.607509,1022,641.672648
25,15,660,0.319681225,0.462121212,1156.622951,998,656.8332512
25,15,680,0.33416881,0.45,1129.026144,957,668.8412436
25,15,700,0.30265083,0.461428571,1163.597523,953,625.3599154
25,15,720,0.303668692,0.473611111,1092.483871,938,584.4248585
25,15,740,0.28977476,0.418918919,1174.448387,957,609.2691273
25,15,760,0.316498437,0.461842105,1079.02849,919,600.7719836
25,15,780,0.306987233,0.407692308,1187.764151,980.5,651.9171903
25,15,800,0.310146453,0.44,1107.767045,1090.5,606.0828808
25,15,820,0.307057969,0.417073171,1117.368421,892,609.8395144
25,15,840,0.364881128,0.436904762,957.866485,827,614.4308319
25,15,860,0.355541473,0.430232558,967.3702703,840.5,603.1916113
25,15,880,0.357131327,0.457954545,916.0645161,739,574.7267539
25,15,900,0.346167521,0.417777778,1006.75,884,609.533532
25,15,920,0.331360741,0.420652174,1002.906977,849,583.9885429
25,15,940,0.363026558,0.432978723,887.7223587,669,568.9947268
25,15,960,0.364921746,0.463541667,861.5573034,612,559.5352837
25,15,980,0.352043967,0.437755102,863.7715618,585,541.5982656
25,15,1000,0.378611317,0.453,855.4370861,632,571.6648359
25,20,0,0,1,0,0,0
25,20,20,0.270757804,0.65,1741.615385,2003,892.5853403
25,20,40,0.25673616,0.675,1869.333333,1994,876.7342374
25,20,60,0.350083935,0.783333333,1721.723404,1801,1077.971519
25,20,80,0.286498508,0.65,1848.480769,1978.5,953.3760547
25,20,100,0.293205923,0.62,1775.629032,1899,927.9498862
25,20,120,0.248194081,0.6,1902.416667,1896.5,843.3201612
25,20,140,0.345670355,0.614285714,1534.965116,1686,931.2323454
25,20,160,0.290938778,0.61875,1659.656566,1691,847.4124259
25,20,180,0.374661676,0.672222222,1383.570248,1371,906.6410428
25,20,200,0.374416379,0.605,1350.363636,1254,885.564161
25,20,220,0.337027348,0.613636364,1371.733333,1410,806.6689587
25,20,240,0.358420916,0.6125,1311.061224,1336,821.9034809
25,20,260,0.36060328,0.592307692,1262.915584,1295,794.6749486
25,20,280,0.391581729,0.560714286,1234.484076,1181,844.806165
25,20,300,0.39244778,0.616666667,1184.545946,1231,815.8342218
25,20,320,0.405792103,0.5875,1133.148936,1116.5,806.6296549
25,20,340,0.349182401,0.588235294,1257.215,1199,770.9854027
25,20,360,0.372084591,0.572222222,1184.65534,1193.5,772.5380992
25,20,380,0.402025712,0.602631579,1075.820961,1062,758.5143942
25,20,400,0.368212407,0.565,1186.358407,1172.5,773.5983166
25,20,420,0.399710747,0.554761905,1134.93133,1150,799.4096769
25,20,440,0.35284421,0.584090909,1194.101167,1108,745.3691288
25,20,460,0.403408861,0.547826087,1089.988095,1080.5,777.246947
25,20,480,0.379964973,0.541666667,1143.334615,1079.5,771.314287
25,20,500,0.32985332,0.52,1201.738462,1057.5,705.9361544
25,20,520,0.345383204,0.5,1187.896154,1095,730.5664545
25,20,540,0.367111435,0.509259259,1156.625455,1066,753.3351985
25,20,560,0.339298111,0.483928571,1175.653137,1053,706.0840612
25,20,580,0.335372148,0.475862069,1211.547101,1074,725.9290033
25,20,600,0.2974168,0.47,1256.762411,1085.5,671.6520374
25,20,620,0.333905747,0.448387097,1190.269784,1014,709.6780802
25,20,640,0.307168028,0.4625,1192.111486,1034.5,650.9739179
25,20,660,0.324362712,0.431818182,1207.035088,1056,695.402431
25,20,680,0.287992602,0.426470588,1218.237931,1067.5,624.7401414
25,20,700,0.3350894,0.444285714,1103.347267,951,654.6056742
25,20,720,0.299112617,0.436111111,1177.197452,1008.5,626.5247363
25,20,740,0.310734154,0.448648649,1175.686747,1142,647.682094
25,20,760,0.298483519,0.436842105,1153.126506,949.5,611.6652736
25,20,780,0.312764669,0.442307692,1048.066667,864,582.8796883
25,20,800,0.32443498,0.47375,1003,811,573.8006078
25,20,820,0.321261103,0.414634146,1096.779412,930.5,623.1481271
25,20,840,0.357398847,0.455952381,959.5300261,874,598.2107602
25,20,860,0.347442061,0.465116279,942.635,717,577.2705648
25,20,880,0.328039875,0.435227273,999.8903394,818,576.0151053
25,20,900,0.357218201,0.445555556,966.6433915,784,607.0500927
25,20,920,0.363542482,0.463043478,869.5352113,635,558.9135553
25,20,940,0.364929428,0.467021277,855.2733485,659,548.2300812
25,20,960,0.377668962,0.440625,857.5413712,610,575.3553261
25,20,980,0.361559564,0.442857143,873.7857143,668,554.9457645
25,20,1000,0.346926494,0.417,895.7721823,626,551.3102648
25,25,20,0.282927288,0.6,2068.083333,2457,1172.578856
25,25,40,0.357495113,0.75,1797.933333,2006,1180.128629
25,25,60,0.276895722,0.65,1732.25641,1762,866.7164205
25,25,80,0.25904582,0.675,1923.555556,1969.5,900.7271416
25,25,100,0.301160018,0.65,1686.353846,1842,898.0662634
25,25,120,0.341956579,0.591666667,1580.535211,1806,952.547949
25,25,140,0.333574253,0.621428571,1530.977011,1685,894.8519038
25,25,160,0.345760507,0.675,1480.25,1596,895.6724423
25,25,180,0.339442543,0.633333333,1425.166667,1559.5,847.1476757
25,25,200,0.293627648,0.575,1466.304348,1539,757.1528175
25,25,220,0.362387647,0.618181818,1334.544118,1385,843.8939978
25,25,240,0.358232676,0.604166667,1295.937931,1203,813.8624066
25,25,260,0.395807347,0.592307692,1213.785714,1193.5,840.4174341
25,25,280,0.39884366,0.578571429,1173.895062,1148.5,820.3931614
25,25,300,0.377541415,0.59,1200.700565,1161,796.3632934
25,25,320,0.355082135,0.55,1242.778409,1226.5,774.3621757
25,25,340,0.383666664,0.561764706,1190.465969,1201,805.3041581
25,25,360,0.436196433,0.572222222,1096.058252,1103.5,848.2193668
25,25,380,0.388236604,0.602631579,1123.60262,1099,767.8394353
25,25,400,0.363537806,0.575,1182.830435,1098.5,756.5154269
25,25,420,0.356918077,0.55,1215.597403,1048,754.9123
25,25,440,0.371446162,0.529545455,1127.523605,1106,745.5756458
25,25,460,0.384278892,0.556521739,1099.027344,1065.5,751.0604289
25,25,480,0.401355556,0.520833333,1103.608,1076.5,787.9914877
25,25,500,0.353811186,0.508,1191.051181,1066,749.1998956
25,25,520,0.339065224,0.501923077,1148.191571,1078,694.6706979
25,25,540,0.347693961,0.501851852,1196.630996,1066,735.7010491
25,25,560,0.352748893,0.489285714,1150.178832,1038.5,723.1842546
25,25,580,0.358301471,0.477586207,1161.288809,1073,738.4890099
25,25,600,0.367453124,0.463333333,1124.438849,1038,730.5340672
25,25,620,0.274002758,0.501612903,1220.723473,968,602.1059606
25,25,640,0.297360708,0.465625,1193.020134,1039.5,629.838892
25,25,660,0.310870281,0.486363636,1123.454829,974,616.9794607
25,25,680,0.276853966,0.429411765,1245.359589,1045.5,616.535747
25,25,700,0.293879703,0.444285714,1212.581994,1023,633.9712512
25,25,720,0.302359173,0.454166667,1137.088685,972,609.3078302
25,25,740,0.305777399,0.431081081,1109.974922,964,600.6804731
25,25,760,0.326509155,0.447368421,1049.435294,959.5,601.6944794
25,25,780,0.317096954,0.438461538,1046.578947,875.5,585.8488725
25,25,800,0.339655905,0.455,1021.225275,824.5,613.2593983
25,25,820,0.330094859,0.413414634,1084.581121,957,628.0879139
25,25,840,0.343411479,0.416666667,1000.362857,862.5,605.4508489
25,25,860,0.342062107,0.415116279,1068.602241,1019,638.8251319
25,25,880,0.328746092,0.438636364,984.4300518,782,570.3711997
25,25,900,0.356609299,0.446666667,955.8706468,767.5,599.7295219
25,25,920,0.344550887,0.451086957,910.6289157,652,556.906177
25,25,940,0.36676757,0.459574468,876.9143519,672.5,566.8007417
25,25,960,0.359913965,0.442708333,875.0258824,639,556.3179124
25,25,980,0.368473588,0.441836735,872.0923788,642,568.056018
25,25,1000,0.373348817,0.468,832.9722222,605,551.0969412
30,0,20,0.417230516,0.8,1613.4375,1016,1282.391514
30,0,40,0.380263784,0.75,1308.733333,1019.5,904.7698482
30,0,60,0.379567093,0.683333333,1561.560976,1625,1063.893863
30,0,80,0.25524732,0.6125,1784.938776,1964,828.0611996
30,0,100,0.254603764,0.62,1913.080645,1958.5,868.3204874
30,0,120,0.287786283,0.633333333,1643.539474,1735.5,832.0110326
30,0,140,0.32558833,0.657142857,1465.782609,1492,836.5749091
30,0,160,0.324228058,0.59375,1568.894737,1695,892.7468903
30,0,180,0.330871508,0.6,1447,1511,834.9882981
30,0,200,0.339247116,0.625,1402.728,1409,832.8731981
30,0,220,0.416440616,0.581818182,1212.804688,1145,888.8571895
30,0,240,0.346945038,0.5875,1364.843972,1442,828.8365795
30,0,260,0.39529328,0.584615385,1194.427632,1226,828.347518
30,0,280,0.41123485,0.639285714,1192.798883,1174,861.9706542
30,0,300,0.353469164,0.59,1326.779661,1329,824.7472079
30,0,320,0.358682702,0.575,1285.380435,1231.5,816.2112839
30,0,340,0.363373146,0.547058824,1249.403226,1181.5,798.0824477
30,0,360,0.383265935,0.580555556,1127.205742,1132,760.1352111
30,0,380,0.412441082,0.578947368,1093.554545,1108.5,798.5001132
30,0,400,0.431452595,0.5925,1033.835443,1059,791.3383926
30,0,420,0.37030614,0.552380952,1196.017241,1163,784.1718656
30,0,440,0.350929078,0.55,1167.210744,1115.5,727.8459388
30,0,460,0.394477114,0.536956522,1121.834008,1100,784.5012091
30,0,480,0.396500077,0.525,1114.59127,1086.5,779.6445019
30,0,500,0.362055676,0.5,1174.404,1114.5,754.2679054
30,0,520,0.387520196,0.511538462,1098.327068,1066,753.8275578
30,0,540,0.338193946,0.505555556,1181.117216,1053,711.2855239
30,0,560,0.332081505,0.4875,1163.912088,1028,690.8309412
30,0,580,0.31865951,0.482758621,1163.014286,1016.5,660.8294504
30,0,600,0.379746907,0.49,1051.122449,995,706.1086884
30,0,620,0.328719988,0.448387097,1204.888489,1044,706.4471578
30,0,640,0.318171539,0.4671875,1215.48495,1076,689.2882397
30,0,660,0.282553368,0.468181818,1220.071197,990,616.0324046
30,0,680,0.299343258,0.463235294,1147.685714,975,608.6655234
30,0,700,0.296228065,0.451428571,1144.990506,996.5,603.1235441
30,0,720,0.310927363,0.454166667,1083.93578,939,595.5732961
30,0,740,0.295356464,0.418918919,1137.835484,922,601.7957717
30,0,760,0.291804878,0.415789474,1165.46519,1002.5,600.5778081
30,0,780,0.339060514,0.455128205,1072.174648,971,637.8566404
30,0,800,0.331915005,0.45625,1014.232877,842,594.7402961
30,0,820,0.317134585,0.43902439,1036.580556,882.5,578.5239494
30,0,840,0.3201216,0.439285714,1033.154472,810,586.3685409
30,0,860,0.33700463,0.443023256,1005.800525,799,599.4397754
30,0,880,0.343387994,0.432954545,997.6299213,875,598.8914031
30,0,900,0.329294947,0.441111111,944.9244332,673,552.7836119
30,0,920,0.368980354,0.435869565,920.7057357,747,597.9800274
30,0,940,0.37079109,0.436170213,864.5829268,688,563.6970993
30,0,960,0.371812229,0.45625,886.1894977,716,580.480542
30,0,980,0.371353923,0.451020408,821.2963801,583.5,539.9987616
30,0,1000,0.366511571,0.438,873.6803653,689.5,564.1320975
30,5,20,0.325589938,0.65,1870.461538,2012,1148.702356
30,5,40,0.504637513,0.75,1034.633333,1003.5,962.6893538
30,5,60,0.277755046,0.716666667,1688.232558,1976,844.3129593
30,5,80,0.241845922,0.7375,1715.677966,1879,740.5475011
30,5,100,0.256434612,0.61,1742.327869,1935,791.3776747
30,5,120,0.314709736,0.633333333,1655.921053,1737.5,918.8686343
30,5,140,0.299029289,0.578571429,1551.123457,1785,818.933367
30,5,160,0.377191478,0.675,1378.268519,1435.5,908.2431805
30,5,180,0.357527476,0.633333333,1301.315789,1296.5,816.3852153
30,5,200,0.388479832,0.62,1255.701613,1190.5,855.7436834
30,5,220,0.39332219,0.65,1263.41958,1364,872.7907596
30,5,240,0.406911052,0.608333333,1221.616438,1238.5,868.5461277
30,5,260,0.36725418,0.623076923,1310.666667,1340,842.3750437
30,5,280,0.400139313,0.564285714,1202.088608,1181,843.9545855
30,5,300,0.393613011,0.603333333,1155.701657,1178,798.4505338
30,5,320,0.394284172,0.59375,1144.394737,1167.5,791.7862045
30,5,340,0.386097451,0.579411765,1228.517766,1243,838.5259759
30,5,360,0.403507178,0.569444444,1152.790244,1190,820.2632289
30,5,380,0.363559666,0.581578947,1224.457014,1174,789.3356897
30,5,400,0.387606846,0.58,1139.612069,1112.5,777.8362849
30,5,420,0.377188935,0.554761905,1161.600858,1099,775.9774811
30,5,440,0.409114733,0.563636364,1072.225806,1052,775.3247964
30,5,460,0.369454222,0.547826087,1137.035714,1077,743.7972153
30,5,480,0.358204951,0.504166667,1153.987603,1091,731.411955
30,5,500,0.367446718,0.516,1170.883721,1058,763.5451885
30,5,520,0.374390942,0.501923077,1131.957854,1039,751.0694492
30,5,540,0.371869294,0.498148148,1110.215613,1041,731.4723791
30,5,560,0.352192579,0.485714286,1074.779412,1014.5,675.1334944
30,5,580,0.339554129,0.489655172,1209.440141,1066,731.1973287
30,5,600,0.320741046,0.495,1166.690236,1022,668.3260086
30,5,620,0.309148535,0.461290323,1200.758741,1041.5,661.6047804
30,5,640,0.306609799,0.478125,1186.80719,1000.5,648.1235098
30,5,660,0.311523974,0.471212121,1160.807074,1023,640.860169
30,5,680,0.315544942,0.458823529,1172.025641,1030,656.2586292
30,5,700,0.294060159,0.435714286,1160.711475,983,612.6071996
30,5,720,0.266249321,0.443055556,1198.978056,1124,569.9162546
30,5,740,0.327950228,0.458108108,1078.648968,909,626.5737423
30,5,760,0.315580299,0.421052632,1161.25625,973.5,651.0492014
30,5,780,0.32544883,0.45,1052.168091,951,598.5066394
30,5,800,0.299132467,0.42625,1118.947214,987,589.4301462
30,5,820,0.349852371,0.453658537,989.9354839,845,608.7938552
30,5,840,0.334868226,0.43452381,996.0520548,856,585.1088891
30,5,860,0.346249181,0.436046512,977.944,806,596.2449516
30,5,880,0.349284992,0.439772727,947.3385013,749,582.2063152
30,5,900,0.348663783,0.451111111,917.2536946,662.5,566.9625956
30,5,920,0.343533628,0.423913043,938.4384615,747.5,567.3882618
30,5,940,0.373036648,0.469148936,817.8344671,554,542.6863964
30,5,960,0.3799353,0.458333333,847.2659091,661,566.3326813
30,5,980,0.355013321,0.43877551,875.1511628,604.5,550.9859296
30,5,1000,0.392918394,0.479,783.5762004,521,547.8268955
30,10,20,0.449872555,0.8,1429.75,1503.5,1186.6628
30,10,40,0.292789077,0.775,1710.741935,1903,910.6731564
30,10,60,0.294107379,0.783333333,1827.489362,1992,957.4087281
30,10,80,0.329023721,0.625,1538.64,1431.5,907.7509044
30,10,100,0.249665486,0.63,1754.84127,1847,781.9867833
30,10,120,0.332421659,0.633333333,1464.210526,1590.5,860.640681
30,10,140,0.315408362,0.635714286,1428.595506,1376,790.7050323
30,10,160,0.319144882,0.6125,1597.836735,1682.5,895.5562885
30,10,180,0.364820026,0.555555556,1353.21,1307.5,864.0320712
30,10,200,0.387224562,0.64,1299.945313,1345,879.9580368
30,10,220,0.347113811,0.604545455,1385.142857,1441,839.3947147
30,10,240,0.336623796,0.558333333,1354.253731,1417.5,794.719468
30,10,260,0.363744131,0.603846154,1275.070064,1205,809.6385401
30,10,280,0.391856008,0.557142857,1251.974359,1293.5,863.2558321
30,10,300,0.382666253,0.566666667,1266.888235,1252,852.0236436
30,10,320,0.403878884,0.64375,1164.165049,1168,827.9499937
30,10,340,0.376213968,0.588235294,1213.815,1220,803.3777504
30,10,360,0.390472692,0.563888889,1177.591133,1171,809.8095396
30,10,380,0.375744146,0.6,1168.372807,1123,775.9829274
30,10,400,0.376106868,0.5775,1188.800866,1158,793.7895046
30,10,420,0.389779519,0.566666667,1128.920168,1102.5,778.4457724
30,10,440,0.343620758,0.561363636,1228.639676,1191,747.5738725
30,10,460,0.35798904,0.569565217,1110.019084,1041,705.6273503
30,10,480,0.388987576,0.516666667,1131.177419,1099,777.8486114
30,10,500,0.408724934,0.528,1073.193182,1048.5,776.640609
30,10,520,0.350614102,0.526923077,1155.164234,1049.5,720.5835486
30,10,540,0.369347728,0.525925926,1097.376761,1003,715.3933527
30,10,560,0.331064505,0.489285714,1195.60219,1062,702.7482619
30,10,580,0.339700107,0.477586207,1141.588448,1020,688.2961716
30,10,600,0.319040995,0.475,1180.4,1025,670.1404478
30,10,620,0.31053108,0.464516129,1187.378472,1009,659.1375258
30,10,640,0.312271228,0.4765625,1171.07541,1011,649.3405948
30,10,660,0.305021153,0.463636364,1161.849673,1004,629.9668352
30,10,680,0.293829762,0.438235294,1217.85906,1021,638.814443
30,10,700,0.273229693,0.415714286,1236.453608,1024,604.6216261
30,10,720,0.297970363,0.4625,1126.996997,945,592.7542386
30,10,740,0.316033538,0.440540541,1128.202454,1022,626.1408803
30,10,760,0.316843566,0.463157895,1037.650568,862,580.5146798
30,10,780,0.313192678,0.451282051,1115.298295,1099,613.2316101
30,10,800,0.326665774,0.45125,1029.634349,787,597.1037685
30,10,820,0.340631901,0.424390244,1074.316092,961,642.9821848
30,10,840,0.329100564,0.452380952,1015.036842,781.5,591.4776485
30,10,860,0.335248656,0.437209302,1001.420213,807.5,591.1380789
30,10,880,0.326300668,0.432954545,1006.884514,881,574.3799882
30,10,900,0.349051332,0.445555556,958.9052369,768,589.9076546
30,10,920,0.352337473,0.443478261,912.4313725,690,567.4585873
30,10,940,0.326982089,0.421276596,1000.795455,1056.5,576.0754663
30,10,960,0.35515957,0.422916667,884.3029557,687.5,554.1201094
30,10,980,0.359523576,0.441836735,862.6466513,635,547.7026619
30,10,1000,0.373720375,0.453,843.1236203,565,560.7358729
30,15,0,0,1,0,0,0
30,15,20,0.25100516,0.8,1867.25,1990,891.4242163
30,15,40,0.280317085,0.75,2032.333333,2302,1070.132584
30,15,60,0.346315293,0.683333333,1670.121951,1937,1036.043585
30,15,80,0.371525863,0.575,1633.456522,1970,1081.649639
30,15,100,0.26287197,0.63,1960.825397,1996,930.0363944
30,15,120,0.329868027,0.566666667,1646.705882,1887.5,960.4768414
30,15,140,0.318882848,0.614285714,1588.523256,1665,893.562437
30,15,160,0.310197235,0.575,1647.663043,1763,896.6348722
30,15,180,0.345773387,0.594444444,1465.065421,1462,886.5763519
30,15,200,0.370728873,0.58,1342.931034,1165,874.2248514
30,15,220,0.38212282,0.536363636,1361.508475,1330,911.9964457
30,15,240,0.339578611,0.5875,1349.51773,1375,803.2589922
30,15,260,0.327325932,0.573076923,1426.912752,1429,821.8383557
30,15,280,0.388729223,0.635714286,1187.47191,1133,810.1737916
30,15,300,0.379002668,0.533333333,1266.75,1324.5,843.3755552
30,15,320,0.332612699,0.54375,1387.224138,1376.5,813.9638765
30,15,340,0.380379352,0.535294118,1199.291209,1173.5,798.2264372
30,15,360,0.384780135,0.577777778,1173.192308,1178,794.9359112
30,15,380,0.39239733,0.563157895,1135.766355,1117.5,781.7206263
30,15,400,0.378090661,0.5875,1177.510638,1115,787.2944223
30,15,420,0.395272883,0.592857143,1073.349398,1026,745.5366561
30,15,440,0.37301942,0.545454545,1157.1125,1088,759.9185102
30,15,460,0.415411789,0.530434783,1073.356557,1059.5,787.4221576
30,15,480,0.381408544,0.5625,1083.988889,1039.5,733.3133569
30,15,500,0.385968353,0.516,1116.100775,1070,760.5193991
30,15,520,0.352802946,0.486538462,1185.798419,1052,741.1624148
30,15,540,0.333427299,0.498148148,1204.133829,1071,716.3114816
30,15,560,0.358880513,0.4875,1099.432234,1032,701.3400016
30,15,580,0.339332905,0.481034483,1175.727599,1047,709.4336258
30,15,600,0.314014767,0.471666667,1212.918728,1039,680.4480354
30,15,620,0.322293208,0.462903226,1202.334495,1015,690.4205567
30,15,640,0.323299369,0.45,1173.670139,1025,678.1426049
30,15,660,0.298154641,0.431818182,1247.659649,1055,664.815372
30,15,680,0.291681076,0.441176471,1196.436667,997,624.3666056
30,15,700,0.315453278,0.457142857,1129.759375,993.5,627.5351705
30,15,720,0.286709759,0.441666667,1196.534591,1096.5,607.8450666
30,15,740,0.304637805,0.454054054,1127.282738,950.5,609.2140867
30,15,760,0.293057039,0.417105263,1150.977918,964,600.4250679
30,15,780,0.30974033,0.433333333,1066.612426,901,586.9580744
30,15,800,0.300619982,0.425,1128.108824,932,599.6397271
30,15,820,0.323577369,0.431707317,1051.087571,844.5,601.8917116
30,15,840,0.322117999,0.432142857,1059.07989,1057,600.7354486
30,15,860,0.340831666,0.444186047,979.6544503,780,588.592744
30,15,880,0.329289664,0.429545455,999.8994709,807.5,579.6270917
30,15,900,0.359081234,0.462222222,937.6394231,750.5,591.965405
30,15,920,0.356599531,0.454347826,879.5358852,625.5,555.366511
30,15,940,0.377972568,0.477659574,832.8552339,623,555.3537716
30,15,960,0.358448351,0.432291667,891.5518072,693,563.546908
30,15,980,0.366909737,0.435714286,882.6370023,675,571.8989592
30,15,1000,0.348384213,0.435,900.7954023,1045,555.1349875
30,20,20,0.2868959,0.7,1555.928571,1509,852.1934111
30,20,40,0.336683166,0.75,1894.133333,2018.5,1193.059808
30,20,60,0.418317515,0.716666667,1474.44186,1004,1109.110332
30,20,80,0.269823903,0.7125,1918.54386,1979,926.7570006
30,20,100,0.326582752,0.69,1652.768116,1799,948.3760911
30,20,120,0.317488531,0.625,1561.24,1509,871.7458537
30,20,140,0.366060909,0.607142857,1468.011765,1579,940.8513305
30,20,160,0.362563963,0.66875,1373.485981,1439,869.7651967
30,20,180,0.36135539,0.633333333,1372.77193,1338.5,866.4368703
30,20,200,0.333121067,0.57,1488.894737,1589,868.4135711
30,20,220,0.382759329,0.581818182,1321.351563,1410,887.0105201
30,20,240,0.382953079,0.5875,1225.106383,1234,821.7826851
30,20,260,0.378218749,0.596153846,1295.864516,1358,859.2376648
30,20,280,0.381813327,0.635714286,1185.320225,1150.5,796.8243139
30,20,300,0.407341646,0.576666667,1153.219653,1103,825.7957531
30,20,320,0.367903018,0.5875,1335.244681,1410.5,876.1645291
30,20,340,0.416920442,0.611764706,1101.850962,1142.5,808.9541658
30,20,360,0.405694203,0.588888889,1140.396226,1115.5,813.2640009
30,20,380,0.386703859,0.573684211,1154.229358,1128,785.1017268
30,20,400,0.361059688,0.59,1206.457627,1130.5,769.898149
30,20,420,0.411638367,0.564285714,1098.21097,1130,798.3573694
30,20,440,0.357669319,0.561363636,1214.117409,1156,772.7612185
30,20,460,0.366109288,0.541304348,1133.791165,1072,736.2933681
30,20,480,0.397858563,0.53125,1074.372549,1066,755.6267087
30,20,500,0.362516765,0.538,1125.431227,1057,723.724694
30,20,520,0.353936247,0.5,1159.392308,1061,726.9262202
30,20,540,0.347012086,0.496296296,1187.854478,1084.5,731.0689196
30,20,560,0.345214024,0.514285714,1116.677083,1007.5,684.9494729
30,20,580,0.307033755,0.470689655,1182.571429,1035,650.4169332
30,20,600,0.361135822,0.5,1090.736667,1023.5,691.4231463
30,20,620,0.315639892,0.45483871,1219.531915,1042.5,686.1897744
30,20,640,0.327660118,0.4625,1158.97973,1004.5,675.8347854
30,20,660,0.310869203,0.468181818,1166.553398,984,645.5915297
30,20,680,0.294125749,0.460294118,1193.664537,1025,623.7990353
30,20,700,0.299561546,0.447142857,1147.255591,931,616.9175847
30,20,720,0.295049554,0.440277778,1174.343849,1006,614.9787573
30,20,740,0.319485908,0.468918919,1095.501441,916,616.4161025
30,20,760,0.292703295,0.430263158,1138.293578,924,594.0744046
30,20,780,0.314126684,0.457692308,1041.901961,795,582.3537806
30,20,800,0.313973627,0.41875,1092.029851,917,605.5690838
30,20,820,0.325616714,0.429268293,1064.008523,896,611.4166842
30,20,840,0.324780255,0.430952381,1020.444751,869.5,581.621364
30,20,860,0.340111537,0.451162791,1008.126289,835,602.138748
30,20,880,0.347698056,0.431818182,942.8842105,747,578.0094833
30,20,900,0.349325564,0.422222222,952.1657895,773,586.0781341
30,20,920,0.336666903,0.416304348,968.1853786,761,574.7231381
30,20,940,0.354578997,0.446808511,917.6261905,766.5,569.37705
30,20,960,0.365097441,0.445833333,889.6752336,714,571.3558997
30,20,980,0.37728526,0.463265306,833.9933921,596.5,557.5448368
30,20,1000,0.374941605,0.434,856.6728111,670.5,564.7854823
30,25,20,0.231919242,0.8,1985.875,1994,881.5533166
30,25,40,0.313983093,0.725,1702.172414,1775,971.1385464
30,25,60,0.278853658,0.716666667,1713.534884,1989,863.5641358
30,25,80,0.244389372,0.75,1797.333333,1914,785.7570821
30,25,100,0.29436089,0.57,1742.22807,1957,919.532199
30,25,120,0.307489293,0.666666667,1671.1125,1758.5,903.1789426
30,25,140,0.368253281,0.671428571,1501.882979,1643,969.3194693
30,25,160,0.365695793,0.675,1439.657407,1233.5,923.4566833
30,25,180,0.336860069,0.65,1404.837607,1441,824.4730183
30,25,200,0.338378597,0.62,1402.548387,1346,827.6972695
30,25,220,0.305188651,0.613636364,1432.511111,1455,764.5799048
30,25,240,0.365363454,0.604166667,1312.248276,1347,840.1740274
30,25,260,0.349565266,0.611538462,1253.006289,1285,766.1025107
30,25,280,0.36763171,0.621428571,1301.873563,1242.5,838.8513107
30,25,300,0.384922744,0.593333333,1221.747191,1254.5,825.9271921
30,25,320,0.373069489,0.59375,1226.642105,1205.5,807.1347116
30,25,340,0.377750622,0.597058824,1189.827586,1205,791.2389238
30,25,360,0.388469689,0.613888889,1179.104072,1178,812.6498145
30,25,380,0.410949182,0.576315789,1116.30137,1108,809.3893273
30,25,400,0.39720641,0.5675,1101.286344,1125,771.9052982
30,25,420,0.380932226,0.533333333,1142.883929,1098.5,769.5757989
30,25,440,0.369802606,0.540909091,1153.819328,1074.5,757.4263698
30,25,460,0.396464821,0.556521739,1061.960938,1070.5,744.6995699
30,25,480,0.383252396,0.522916667,1128.49004,1070,762.1632128
30,25,500,0.354850397,0.516,1189.573643,1077,751.9948337
30,25,520,0.360040956,0.492307692,1174.394531,1062,754.9474444
30,25,540,0.326925506,0.5,1187.744444,1050,694.3552955
30,25,560,0.382534294,0.483928571,1106.066421,1018,749.8795874
30,25,580,0.304654091,0.475862069,1227.094203,1037.5,672.7081051
30,25,600,0.333420611,0.496666667,1190.036913,1061,705.0554688
30,25,620,0.312993611,0.462903226,1236.264808,1102,689.4027918
30,25,640,0.299633496,0.484375,1189.280645,1067,629.0203833
30,25,660,0.348385284,0.45,1130.26936,1008,697.3884064
30,25,680,0.285229847,0.455882353,1171.574194,966.5,596.5006308
30,25,700,0.303682826,0.442857143,1116.23871,946,601.5653861
30,25,720,0.282100964,0.440277778,1252.167192,1268,632.7811131
30,25,740,0.310809343,0.456756757,1130.881657,934.5,622.5736124
30,25,760,0.32829157,0.435526316,1105.676737,1015,637.0826653
30,25,780,0.316974443,0.470512821,1034.343324,848,577.4312694
30,25,800,0.303263292,0.445,1090.058989,1110,583.4630122
30,25,820,0.322490923,0.453658537,1021.682796,829,581.0433792
30,25,840,0.321435224,0.44047619,1065.021622,1087.5,601.9111024
30,25,860,0.354597045,0.454651163,934.8644501,757,583.5469832
30,25,880,0.318988211,0.421590909,1031.991914,779,585.5362868
30,25,900,0.3561963,0.443333333,948.6741855,770,596.3213773
30,25,920,0.344046337,0.426086957,934.2831633,703.5,569.0491633
30,25,940,0.350544763,0.446808511,905.3119048,717,559.326031
30,25,960,0.372734699,0.444791667,893.6697892,724,584.5703499
30,25,980,0.3761628,0.462244898,812.8300221,558,543.2373866
30,25,1000,0.381175664,0.428,856.9182243,695,573.9968138
30,30,20,0.328200132,0.75,1918,2008,1205.660104
30,30,40,0.324822891,0.775,1858.193548,2006,1116.5594
